Complexity,Loss,Equation
1,0.02352162,"0.5240785"
4,0.009270162,"x2 * 0.5075462"
6,0.0029591066,"(x1 * 0.2232432) + 0.29799998"
9,0.0021251196,"((x1 + x2) * 0.16559857) + 0.18823059"
11,0.002094701,"(x2 * 0.14007793) + ((x1 * 0.17619088) + 0.20342135)"
12,0.0019295822,"(x1 * 0.16009393) + ((x7 + x2) * 0.20622794)"
14,0.0018933486,"((x2 * 0.12599514) + 0.21060468) + ((x1 + x4) * 0.17990918)"
15,0.0017241149,"((x4 + x1) * 0.1607001) + ((x7 + x2) * 0.2040445)"
16,0.0004526979,"((x1 * 0.14798634) + 0.27724436) + ((x0 * -0.07870553) + (x10 * 0.16742718))"
18,0.0003255193,"(((x0 * -0.0034235304) + 0.16339374) * (x10 + 17.233925)) + ((x1 * 0.14746243) + -2.5381224)"
21,0.00032186203,"(((x11 * x1) * 0.14846016) + -2.4399548) + (((x0 * -0.0034885188) + 0.16263717) * (x10 + 16.715208))"
22,0.0003165147,"((x1 * 0.16093633) + 0.26759028) + ((((x8 * x0) * -0.034983467) + (x10 * 0.13953277)) / x3)"
24,0.00021325001,"((((x0 * x8) * -0.06975333) + (x10 * 0.26336452)) / (x3 + 0.77492493)) + ((x1 * 0.15495926) + 0.2718045)"
26,0.0002132497,"(((x1 * 0.16919464) / 1.0918498) + 0.27180403) + (((x10 * 0.2636015) + ((x0 * x8) * -0.06981959)) / (x3 + 0.776512))"
27,0.0002099651,"(((x1 * 0.15395464) / x11) + 0.27047616) + ((((x0 * x8) * -0.06512008) + (x10 * 0.2471076)) / (x3 + 0.65587))"
30,0.00020757732,"((((x8 * -0.06322163) * x0) + (x10 * 0.23958227)) / (x3 + 0.6168719)) + (((x1 * (x9 * 0.15492007)) / x11) + 0.27057496)"
