var_1,var_2,var_3,var_4,var_5,var_6,var_7,var_8,var_9,var_10,var_11,var_12,nX,nP,nM,set
0.0,0.8643308,0.7319218,0.8819493,0.0,0.0,0.52230865,0.8231444,0.5102464,0.9963184,0.383757,0.9784634,0.28925264,0.18707384,0.52367353,set_1
2.550412e-07,0.8911847,0.7426756,0.8867645,0.0,0.0,0.52230865,0.8231444,0.5452501,0.99645215,0.39157608,0.9784634,0.28676125,0.18544295,0.5277958,set_1
-0.00087560626,0.9296983,0.7576185,0.8934122,0.0,0.0,0.52230865,0.8231444,0.599102,0.9963511,0.4040446,0.9784634,0.28308207,0.18282187,0.53409606,set_1
0.001511702,0.9860498,0.78124547,0.90473497,0.0,0.0,0.52230865,0.8231444,0.6637242,0.99636227,0.41970932,0.9784634,0.27808434,0.179737,0.54217863,set_1
0.0024030781,1.0060968,0.78965485,0.9088336,0.0,0.0,0.52230865,0.8231444,0.68661124,0.99626744,0.42544106,0.9784634,0.2763054,0.17861867,0.5450759,set_1
0.002507835,1.0135511,0.7926643,0.9102831,0.0,0.0,0.52230865,0.8231444,0.6960353,0.99619395,0.44479483,0.9784634,0.27538845,0.17608243,0.54852915,set_1
0.0026302787,1.0220647,0.7961008,0.9119455,0.0,0.0,0.52230865,0.8231444,0.7068057,0.99617136,0.44765303,0.9784634,0.2746049,0.17552713,0.54986805,set_1
0.0,2.191031,1.2024994,1.1233342,0.0,0.0,0.49892062,0.8231444,1.69768,0.99653465,0.8683765,0.9784634,0.17860374,0.11337102,0.7080253,set_1
0.0034403848,2.20988,1.210336,1.1330748,0.0,0.0,0.49892062,0.8231444,1.7326838,0.996298,0.9172593,0.9784634,0.17654972,0.10883733,0.71461296,set_1
0.00918926,2.237632,1.222134,1.148441,0.0,0.0,0.49892062,0.8231444,1.7865356,0.9962654,0.94536155,0.9784634,0.17438862,0.10557457,0.7200368,set_1
0.01682301,2.2688951,1.2358487,1.1674439,0.0,0.0,0.49892062,0.8231444,1.8511578,0.9964043,0.9798999,0.9784634,0.17199302,0.1016984,0.7263086,set_1
0.019737296,2.2794187,1.240589,1.1743244,0.0,0.0,0.49892062,0.8231444,1.8740449,0.99637187,0.99234563,0.9784634,0.17119052,0.10033649,0.728473,set_1
0.02097149,2.2836668,1.242523,1.1771808,0.0,0.0,0.49892062,0.8231444,1.883469,0.9963332,0.99750274,0.9784634,0.17086649,0.09977743,0.7293561,set_1
0.022407016,2.288461,1.2447205,1.1804618,0.0,0.0,0.49892062,0.8231444,1.8942393,0.9962669,1.0034199,0.9784634,0.1705006,0.09913973,0.7303597,set_1
0.0,1.3319652,0.8014465,0.9127419,0.0,0.0,0.49038136,0.8231444,0.72026867,0.99624836,0.4512569,0.9784634,0.25525737,0.17661273,0.5681299,set_1
0.0003567616,1.3588854,0.8121116,0.9182293,0.0,0.0,0.49038136,0.8231444,0.7552724,0.9964786,0.46078876,0.9784634,0.25282943,0.17473018,0.5724403,set_1
0.0010371243,1.400235,0.82850844,0.92684907,0.0,0.0,0.49038136,0.8231444,0.8091243,0.9961258,0.47590965,0.9784634,0.24907663,0.17178372,0.57913965,set_1
0.0020771774,1.4496849,0.8481528,0.9374881,0.0,0.0,0.49038136,0.8231444,0.8737465,0.99623704,0.49478522,0.9784634,0.2446447,0.16817491,0.5871804,set_1
0.002507459,1.4671378,0.85509807,0.941336,0.0,0.0,0.49038136,0.8231444,0.8966335,0.99651384,0.50166136,0.9784634,0.243101,0.16687918,0.5900198,set_1
0.0026944522,1.4743135,0.8579556,0.9429328,0.0,0.0,0.49038136,0.8231444,0.90605766,0.99646455,0.5045217,0.9784634,0.24245816,0.16634284,0.591199,set_1
0.0029153046,1.4825059,0.86121947,0.9447667,0.0,0.0,0.49038136,0.8231444,0.91682804,0.9963449,0.50781155,0.9784634,0.24172147,0.16572805,0.5925505,set_1
0.0,2.3172617,0.96040964,1.0012342,0.0,0.0,0.52940863,0.8231444,1.2089744,0.99614996,0.6289633,0.9784634,0.18243192,0.15309256,0.6644755,set_1
0.0017365606,2.341902,0.96933997,1.0083832,0.0,0.0,0.52940863,0.8231444,1.243978,0.99662006,0.6422552,0.9784634,0.18057248,0.1508921,0.66853535,set_1
0.0046218764,2.3791234,0.9828785,1.0195755,0.0,0.0,0.52940863,0.8231444,1.2978299,0.99618185,0.66317844,0.9784634,0.17772314,0.1474948,0.67478204,set_1
0.008824529,2.4227962,0.99905324,1.0336708,0.0,0.0,0.52940863,0.8231444,1.3624521,0.99651355,0.68904513,0.9784634,0.17447756,0.14341338,0.6821091,set_1
0.0105394805,2.4379761,1.0047725,1.0388632,0.0,0.0,0.52940863,0.8231444,1.3853393,0.9963535,0.72500855,0.9784634,0.17290013,0.13952224,0.6875776,set_1
0.0112886615,2.4441812,1.0071298,1.0410385,0.0,0.0,0.52940863,0.8231444,1.3947632,0.9962977,0.72904056,0.9784634,0.1724395,0.13892281,0.68863773,set_1
0.012153413,2.451229,1.0098093,1.0435306,0.0,0.0,0.52940863,0.8231444,1.4055337,0.99627024,0.73367107,0.9784634,0.17191893,0.13823782,0.6898432,set_1
0.0,1.9270207,0.99165314,1.0408556,0.0,0.0,0.5252333,0.8231444,1.3866855,0.9963436,0.7255834,0.9784634,0.20162013,0.13563055,0.66274935,set_1
0.002685392,1.9513199,1.0017667,1.0490464,0.0,0.0,0.5252333,0.8231444,1.4216893,0.9962787,0.74066156,0.9784634,0.1996474,0.13341886,0.6669338,set_1
0.0071142903,1.9878486,1.0171229,1.061931,0.0,0.0,0.5252333,0.8231444,1.4755411,0.99630994,0.76435083,0.9784634,0.19670974,0.13001643,0.6732738,set_1
0.012946365,2.0302246,1.0352086,1.0778582,0.0,0.0,0.5252333,0.8231444,1.5401634,0.99630594,0.7935657,0.9784634,0.19333287,0.12593906,0.68072814,set_1
0.015158806,2.0448298,1.0415207,1.0836236,0.0,0.0,0.5252333,0.8231444,1.5630504,0.99636286,0.8041187,0.9784634,0.19218129,0.12449796,0.68332076,set_1
0.016093517,2.05078,1.0441053,1.0860169,0.0,0.0,0.5252333,0.8231444,1.5724745,0.996368,0.80849534,0.9784634,0.1917126,0.12390508,0.6843824,set_1
0.017179158,2.0575345,1.0470484,1.0887659,0.0,0.0,0.5252333,0.8231444,1.5832448,0.9963501,0.8135196,0.9784634,0.19118021,0.12322786,0.68559194,set_1
0.0,0.16770062,0.56366724,0.83327585,0.0,0.0,0.5375986,0.8231444,0.10231855,0.9963559,0.2972625,0.9784634,0.3448439,0.19814964,0.4570064,set_1
0.00027666433,0.19285291,0.5742575,0.83731675,0.0,0.0,0.5375986,0.8231444,0.13732225,0.99642247,0.3022601,0.9784634,0.3425498,0.19706732,0.4603829,set_1
0.0007144262,0.2317349,0.5906187,0.8436174,0.0,0.0,0.5375986,0.8231444,0.19117412,0.99619824,0.31037092,0.9784634,0.33898577,0.19532172,0.4656925,set_1
0.0012709759,0.27870482,0.6103704,0.85132426,0.0,0.0,0.5375986,0.8231444,0.25579634,0.9964375,0.3207792,0.9784634,0.3347006,0.1931017,0.47219768,set_1
0.0014787826,0.2954234,0.6173986,0.854095,0.0,0.0,0.5375986,0.8231444,0.2786834,0.99621964,0.32464218,0.9784634,0.33316013,0.19228314,0.47455674,set_1
0.0015662005,0.30232015,0.6202978,0.8552424,0.0,0.0,0.5375986,0.8231444,0.28810748,0.9963214,0.32625967,0.9784634,0.33253372,0.19194134,0.47552493,set_1
0.0016674912,0.3102112,0.62361497,0.8565585,0.0,0.0,0.5375986,0.8231444,0.29887784,0.9965285,0.3281274,0.9784634,0.33182126,0.19154738,0.4766313,set_1
0.0,0.6987813,0.79855204,0.86626136,0.0,0.0,0.5063591,0.8231444,0.38907972,0.99612737,0.3584272,0.9784634,0.30229542,0.18819696,0.5095076,set_1
-0.0008830985,0.7251885,0.8088978,0.8706983,0.0,0.0,0.5063591,0.8231444,0.4240834,0.99641246,0.36546797,0.9784634,0.29975173,0.18671116,0.5135371,set_1
-0.002140005,0.7659721,0.82485586,0.8776583,0.0,0.0,0.5063591,0.8231444,0.47793528,0.9962834,0.37673894,0.9784634,0.29580322,0.18435553,0.51984125,set_1
-0.0034783962,0.8151373,0.8440693,0.8862358,0.0,0.0,0.5063591,0.8231444,0.54255754,0.9964489,0.39096665,0.9784634,0.29107568,0.18142198,0.52750236,set_1
-0.0039059995,0.83260196,0.8508891,0.88933516,0.0,0.0,0.5063591,0.8231444,0.5654446,0.9965508,0.39618942,0.9784634,0.28940308,0.1803561,0.5302409,set_1
