Complexity,Loss,Equation
1,0.012359319,"0.590144"
4,0.010283495,"x4 + 0.57151246"
6,0.0017952865,"(x1 * 0.16221392) + 0.43254444"
8,0.0017145227,"(-10.450335 / (x1 + 6.9418044)) + 1.9189603"
9,0.0011544505,"(x1 / (x8 + 4.318156)) + 0.41249648"
11,0.0008287259,"((x1 + 0.901389) / (x8 + 3.9207716)) + 0.21288712"
12,0.00082181324,"((x1 + x9) / (x8 + 3.9300928)) + 0.19362926"
13,0.0008145762,"(((x1 * 0.73758256) + 0.3362541) / (x8 + 2.6222632)) + 0.30421254"
14,0.0008080406,"((x9 * (x1 + 0.89260554)) / (x8 + 3.9266698)) + 0.21559942"
15,0.0007353124,"(((x1 * x2) * 0.2760711) / (x8 + x6)) + 0.42843026"
16,0.0007043116,"(((x2 * 0.17519398) + (x1 * 0.54453045)) / (x8 + 1.9872568)) + 0.36113235"
17,0.0005239087,"(((x1 + (x7 * x2)) * 0.57910943) / (x8 + 2.4023721)) + 0.30862626"
19,0.0005222238,"(((x2 * (x7 * 0.5292618)) + (x1 * 0.5762244)) / (x8 + 2.3345032)) + 0.31441003"
20,0.00049315504,"(((x1 + (x2 * x7)) * 0.5878093) / (x8 + 2.434282)) + (0.3039712 / x11)"
22,0.00048486056,"((x4 * 0.19101) + 0.3148097) + ((((x7 * x2) + x1) * 0.5992052) / (x8 + 2.6460946))"
24,0.00048435322,"(((x1 * 0.59783643) + ((0.57030565 * x2) * x7)) / (x8 + 2.6059387)) + ((x4 * 0.18959813) + 0.31790227)"
25,0.00044650442,"(((x4 * 0.21032998) + 0.31085795) / x11) + ((((x7 * x2) + x1) * 0.61266035) / (x8 + 2.722234))"
27,0.00044624522,"(((x2 * (x7 * 0.5948652)) + (x1 * 0.61301106)) / (x8 + 2.7044919)) + (((x4 * 0.20993245) + 0.31289035) / x11)"
28,0.00043501452,"((x4 * 0.21868896) + (0.30552262 / (x11 * x11))) + ((((x2 * x7) + x1) * 0.61714906) / (x8 + 2.7220416))"
