Complexity,Loss,Equation
1,0.020297492,"0.5427049"
4,0.009058876,"x2 * 0.52601266"
6,0.0028188403,"(x1 * 0.20870638) + 0.33380952"
8,0.00281884,"((x1 * 0.21473143) + 0.34344542) / 1.0288677"
9,0.002027364,"((x2 + x1) * 0.15552737) + 0.23011348"
11,0.0020100316,"(-0.13140257 / x2) + ((x1 * 0.16180655) + 0.5224985)"
12,0.0018647165,"(((x1 + x2) * 0.15688734) + 0.22227207) / x11"
13,0.001764365,"((x1 * 0.16466603) + 0.46138793) + (-0.082352534 / (x10 + 0.48878664))"
14,0.0016852341,"((x2 + x1) * 0.17128067) + ((x8 * -0.04512623) + 0.2433801)"
15,0.0014818547,"((x2 + x1) * 0.16130579) + ((x4 + 0.2776373) * x7)"
17,0.0013834597,"((x4 + 0.21336925) * (x2 * x7)) + ((x1 * 0.15390287) + 0.21841668)"
18,0.0013812346,"((x1 + x2) * 0.14659862) + (((x1 * x4) / x10) + 0.23440339)"
19,0.0013743025,"(((x7 * x2) + -0.080399424) * (x4 + 0.21374935)) + ((x1 * 0.1547853) + 0.23588128)"
20,0.0012819354,"((-0.103168726 / x2) + (x1 * 0.16182126)) + (((x4 * x1) / x10) + 0.4783679)"
22,0.0012386777,"(((x4 * 0.7079189) / x3) + 0.21707742) + (((x7 * 0.21151812) * x2) + (x1 * 0.15778491))"
23,0.0011043535,"(((x7 * 0.22147112) * x2) + (x1 * 0.15229085)) + (((x1 * x4) / x10) + 0.21513012)"
25,0.001100213,"(((x1 * (x4 * 1.0680081)) / x10) + 0.21499825) + ((x2 * (x7 * 0.22125785)) + (x1 * 0.15165009))"
26,0.0010910766,"(((x1 * x4) / x10) + 0.21639282) + (((x7 * 0.22024632) * x2) + ((x11 * x1) * 0.15332827))"
28,0.0010630473,"((x1 * 0.15164888) + ((x7 * x2) * 0.21862131)) + ((((x1 * 0.85259455) * (x4 * x2)) / x10) + 0.21745811)"
