var_1,var_2,var_3,var_4,var_5,var_6,var_7,var_8,var_9,var_10,var_11,var_12,nX,nP,nM,set
0.0,0.8643308,0.7319218,0.8819493,0.0,0.0,0.52230865,0.8231444,0.5102464,0.9963184,0.383757,0.9784634,0.26201132,0.17608006,0.5619086,set_1
5.1021946e-08,0.89010787,0.7417549,0.88677394,0.0,0.0,0.52230865,0.8231444,0.5452501,0.99645215,0.39157608,0.9784634,0.26007992,0.17455077,0.5653693,set_1
1.2161411e-07,0.9265723,0.7553413,0.89350504,0.0,0.0,0.52230865,0.8231444,0.599102,0.9963511,0.4040446,0.9784634,0.2572726,0.1721297,0.5705977,set_1
-7.922986e-08,0.9818355,0.777297,0.90459424,0.0,0.0,0.52230865,0.8231444,0.6637242,0.99636227,0.41970932,0.9784634,0.25324857,0.16923358,0.5775178,set_1
-1.5205589e-07,1.0015087,0.7851263,0.9086013,0.0,0.0,0.52230865,0.8231444,0.68661124,0.99626744,0.42544106,0.9784634,0.251812,0.16818997,0.5799981,set_1
-1.6908149e-07,1.0087003,0.7879064,0.91003656,0.0,0.0,0.52230865,0.8231444,0.6960353,0.99619395,0.44479483,0.9784634,0.2506784,0.16606495,0.58325666,set_1
-1.3047108e-07,1.016914,0.7910825,0.9116821,0.0,0.0,0.52230865,0.8231444,0.7068057,0.99617136,0.44765303,0.9784634,0.2500587,0.16555467,0.58438665,set_1
0.0,2.191031,1.2024994,1.1233342,0.0,0.0,0.49892062,0.8231444,1.69768,0.99653465,0.8683765,0.9784634,0.17266946,0.109341726,0.71798885,set_1
8.981821e-08,2.2095735,1.2101877,1.1329081,0.0,0.0,0.49892062,0.8231444,1.7326838,0.996298,0.9172593,0.9784634,0.17038038,0.1052872,0.7243324,set_1
3.9368783e-07,2.237041,1.2217994,1.1480088,0.0,0.0,0.49892062,0.8231444,1.7865356,0.9962654,0.94536155,0.9784634,0.16825338,0.102338314,0.7294083,set_1
-5.074983e-07,2.2682462,1.2353505,1.1666784,0.0,0.0,0.49892062,0.8231444,1.8511578,0.9964043,0.9798999,0.9784634,0.1658121,0.09882511,0.73536277,set_1
-5.90064e-07,2.2788243,1.2400473,1.1734371,0.0,0.0,0.49892062,0.8231444,1.8740449,0.99637187,0.99234563,0.9784634,0.16497223,0.09758845,0.73743933,set_1
-5.8431993e-07,2.2831068,1.2419654,1.1762427,0.0,0.0,0.49892062,0.8231444,1.883469,0.9963332,0.99750274,0.9784634,0.16462976,0.09708046,0.7382898,set_1
-7.101298e-07,2.287948,1.2441461,1.1794653,0.0,0.0,0.49892062,0.8231444,1.8942393,0.9962669,1.0034199,0.9784634,0.16424061,0.09650083,0.7392586,set_1
0.0,1.3319652,0.8014465,0.9127419,0.0,0.0,0.49038136,0.8231444,0.72026867,0.99624836,0.4512569,0.9784634,0.23549877,0.1651591,0.5993421,set_1
-4.4624615e-09,1.3573536,0.81129014,0.9182089,0.0,0.0,0.49038136,0.8231444,0.7552724,0.9964786,0.46078876,0.9784634,0.23359324,0.16345452,0.60295224,set_1
-8.349361e-08,1.3963878,0.8264671,0.9267799,0.0,0.0,0.49038136,0.8231444,0.8091243,0.9961258,0.47590965,0.9784634,0.23063858,0.16079977,0.60856164,set_1
-2.8698611e-08,1.4431381,0.8447201,0.9373328,0.0,0.0,0.49038136,0.8231444,0.8737465,0.99623704,0.49478522,0.9784634,0.2271208,0.15755868,0.61532056,set_1
3.590649e-08,1.4596587,0.85119206,0.9411431,0.0,0.0,0.49038136,0.8231444,0.8966335,0.99651384,0.50166136,0.9784634,0.22588696,0.15639685,0.6177162,set_1
5.901858e-08,1.4664544,0.8538577,0.94272345,0.0,0.0,0.49038136,0.8231444,0.90605766,0.99646455,0.5045217,0.9784634,0.2253735,0.15591729,0.6187092,set_1
7.715681e-08,1.4742155,0.85690445,0.94453776,0.0,0.0,0.49038136,0.8231444,0.91682804,0.9963449,0.50781155,0.9784634,0.22478473,0.1553681,0.6198472,set_1
0.0,2.3172617,0.96040964,1.0012342,0.0,0.0,0.52940863,0.8231444,1.2089744,0.99614996,0.6289633,0.9784634,0.18043296,0.142596,0.6769711,set_1
1.4788053e-08,2.3395722,0.9691328,1.008317,0.0,0.0,0.52940863,0.8231444,1.243978,0.99662006,0.6422552,0.9784634,0.17886248,0.14065933,0.6804782,set_1
-2.5695263e-07,2.3733377,0.9824137,1.0193964,0.0,0.0,0.52940863,0.8231444,1.2978299,0.99618185,0.66317844,0.9784634,0.17644243,0.13767475,0.6858828,set_1
6.2676827e-07,2.4131727,0.9983891,1.0333245,0.0,0.0,0.52940863,0.8231444,1.3624521,0.99651355,0.68904513,0.9784634,0.17361724,0.13407725,0.6923055,set_1
6.532213e-07,2.4270837,1.0040662,1.0384486,0.0,0.0,0.52940863,0.8231444,1.3853393,0.9963535,0.72500855,0.9784634,0.17186694,0.13067156,0.69746155,set_1
5.949688e-07,2.4327824,1.0064105,1.0405942,0.0,0.0,0.52940863,0.8231444,1.3947632,0.9962977,0.72904056,0.9784634,0.17145607,0.13014117,0.6984028,set_1
5.337973e-07,2.4392571,1.0090777,1.0430522,0.0,0.0,0.52940863,0.8231444,1.4055337,0.99627024,0.73367107,0.9784634,0.1709902,0.12953475,0.69947505,set_1
0.0,1.9270207,0.99165314,1.0408556,0.0,0.0,0.5252333,0.8231444,1.3866855,0.9963436,0.7255834,0.9784634,0.19231538,0.12869035,0.6789943,set_1
-8.0705675e-08,1.9503961,1.0014383,1.0488536,0.0,0.0,0.5252333,0.8231444,1.4216893,0.9962787,0.74066156,0.9784634,0.1905762,0.1267229,0.6827009,set_1
-1.6805762e-07,1.9856508,1.0163401,1.0614324,0.0,0.0,0.5252333,0.8231444,1.4755411,0.99630994,0.76435083,0.9784634,0.18795328,0.12369389,0.6883528,set_1
-5.459579e-08,2.0267444,1.0339597,1.0769776,0.0,0.0,0.5252333,0.8231444,1.5401634,0.99630594,0.7935657,0.9784634,0.18488468,0.12006026,0.6950551,set_1
3.326886e-08,2.0409622,1.0401268,1.0826042,0.0,0.0,0.5252333,0.8231444,1.5630504,0.99636286,0.8041187,0.9784634,0.18382207,0.11877439,0.69740355,set_1
5.697141e-08,2.0467637,1.0426546,1.0849397,0.0,0.0,0.5252333,0.8231444,1.5724745,0.996368,0.80849534,0.9784634,0.18338731,0.11824528,0.6983674,set_1
6.463558e-08,2.053355,1.0455352,1.0876223,0.0,0.0,0.5252333,0.8231444,1.5832448,0.9963501,0.8135196,0.9784634,0.18289201,0.1176408,0.6994672,set_1
0.0,0.16770062,0.56366724,0.83327585,0.0,0.0,0.5375986,0.8231444,0.10231855,0.9963559,0.2972625,0.9784634,0.3042442,0.18944441,0.5063114,set_1
5.4122125e-08,0.19268635,0.5733079,0.8374008,0.0,0.0,0.5375986,0.8231444,0.13732225,0.99642247,0.3022601,0.9784634,0.30245638,0.18830872,0.50923496,set_1
6.006937e-08,0.2312619,0.588218,0.8438111,0.0,0.0,0.5375986,0.8231444,0.19117412,0.99619824,0.31037092,0.9784634,0.29967302,0.18650405,0.5138229,set_1
-1.3731771e-08,0.27779415,0.6062458,0.8516182,0.0,0.0,0.5375986,0.8231444,0.25579634,0.9964375,0.3207792,0.9784634,0.2963115,0.18424413,0.51944435,set_1
-4.7991186e-08,0.2943417,0.6126687,0.8544159,0.0,0.0,0.5375986,0.8231444,0.2786834,0.99621964,0.32464218,0.9784634,0.2951015,0.18342161,0.52147686,set_1
-5.5621413e-08,0.30116588,0.61531943,0.8555732,0.0,0.0,0.5375986,0.8231444,0.28810748,0.9963214,0.32625967,0.9784634,0.29460782,0.18307856,0.5223136,set_1
-5.582747e-08,0.30897245,0.61835325,0.8568995,0.0,0.0,0.5375986,0.8231444,0.29887784,0.9965285,0.3281274,0.9784634,0.29404557,0.1826836,0.52327085,set_1
0.0,0.6987813,0.79855204,0.86626136,0.0,0.0,0.5063591,0.8231444,0.38907972,0.99612737,0.3584272,0.9784634,0.27128223,0.17850135,0.5502164,set_1
-2.0504235e-08,0.7242577,0.80780405,0.8708035,0.0,0.0,0.5063591,0.8231444,0.4240834,0.99641246,0.36546797,0.9784634,0.2693622,0.17707667,0.55356115,set_1
-1.959214e-07,0.7635986,0.8221148,0.8779034,0.0,0.0,0.5063591,0.8231444,0.47793528,0.9962834,0.37673894,0.9784634,0.2663732,0.17483726,0.55878955,set_1
1.5031853e-08,0.81102616,0.83941025,0.88661337,0.0,0.0,0.5063591,0.8231444,0.54255754,0.9964489,0.39096665,0.9784634,0.262774,0.17207153,0.5651545,set_1
1.788669e-07,0.8278763,0.84556663,0.8897506,0.0,0.0,0.5063591,0.8231444,0.5654446,0.9965508,0.39618942,0.9784634,0.26149523,0.17107242,0.56743234,set_1
