Complexity,Loss,Equation
1,0.0042970288,"0.22097853"
4,0.001649182,"x2 * 0.21381912"
6,0.0006923929,"(x2 * 0.14502966) + 0.079275206"
7,0.00047692953,"(x2 * 0.22320142) / x3"
8,0.00023838652,"(-0.027333764 / (x1 + 0.12931517)) + 0.27766094"
11,0.00022927624,"((x10 * -0.022960901) / (x1 + 0.13657235)) + 0.27325404"
13,0.00016379419,"((x3 * -0.11319442) + 0.4229371) + (-0.06329152 / (x1 + 0.22739007))"
16,0.0001522725,"(((x1 * 0.40635327) + 0.021946762) / (x1 + 0.3162207)) + (x1 * -0.063234426)"
18,0.00010345972,"((x4 * 0.0030798423) + 0.26755625) + (((x4 * -0.0016395388) + -0.026947362) / (x1 + 0.23157875))"
21,0.000103459686,"(((x4 * -0.001639442) + -0.026947355) / (x1 + 0.23157877)) + (((x11 * x4) * 0.0030798707) + 0.26755625)"
24,0.000100319965,"(((x4 * -0.002204372) + 0.095073804) + (((x1 * -0.06827542) + 0.25283852) * (x9 + x1))) / (x1 + 0.725574)"
26,8.644058e-5,"((((x4 * x4) * -2.6663784e-5) + 0.44710413) + (((x9 * -0.05182374) + 0.2946764) * (x1 + -1.3974422))) / (x1 + 0.34110594)"
27,7.9726226e-5,"((((x1 * -0.08175756) + 0.28446674) * (x1 + x9)) + (((x4 * x4) * -7.9248784e-5) + 0.10081994)) / (x1 + 0.91031677)"
29,7.972619e-5,"((((x4 * 0.49806812) * (x4 * -0.00015899286)) + 0.10072993) + (((x1 * -0.081695914) + 0.2843412) * (x9 + x1))) / (x1 + 0.9095455)"
30,7.492455e-5,"((((x4 * x8) * (x4 * -0.000111247275)) + 0.1001867) + (((x1 * -0.1606952) + 0.37699834) * (x1 + x9))) / (x2 + 0.7721274)"
