Complexity,Loss,Equation
1,0.014874889,"0.43064898"
4,0.008938874,"0.4323505 / x10"
6,0.0035861058,"(0.07972248 / x4) + 0.37218678"
8,0.0006330906,"(0.3835028 / (x4 + 0.7567774)) + 0.3203196"
11,0.0005189132,"(0.6044961 / (x4 + 1.0423094)) + (x10 * 0.2774406)"
13,0.00012785532,"(0.84447944 / (x4 + 1.4871899)) + ((x4 * 0.00563983) + 0.2094518)"
14,9.996212e-5,"((x4 * 0.005094516) + 0.22781087) + (0.6745399 / (x3 + x4))"
15,9.984046e-5,"(x8 / (x3 + x4)) + ((x4 * 0.005097292) + 0.22773544)"
17,9.834039e-5,"((((x4 * x4) * 0.0050174524) + 0.6682131) / (x3 + x4)) + 0.23338869"
20,9.820368e-5,"(((x4 * (x4 * 0.005018702)) + (x8 * 0.99050903)) / (x3 + x4)) + 0.23334509"
21,7.853518e-5,"((((x4 * -0.06941997) + 0.49831778) * x2) / (x4 + 1.3612107)) + ((x4 * 0.002793406) + 0.32518536)"
23,7.820906e-5,"((x4 * 0.0028719448) + 0.32555342) + ((((x4 * -0.06675944) + 0.4732111) * (x2 + 0.06305241)) / (x4 + 1.357539))"
24,3.9550905e-5,"((((x4 * -0.16404027) + 0.57975864) * x2) / (x4 + 1.7926724)) + (((x4 * x2) * 0.0064212787) + 0.36559096)"
26,1.3077095e-5,"((((x4 * -0.18303192) + 0.8641286) * (x2 + -0.32727462)) / (x4 + 1.8189517)) + (((x4 * 0.0061729425) * x2) + 0.33033305)"
29,1.3076513e-5,"(((x2 * x4) * 0.0061860406) + 0.3302238) + ((((x4 * -0.18302453) + (x11 * 0.8641783)) * (x2 + -0.32691088)) / (x4 + 1.8192743))"
