Complexity,Loss,Equation
1,0.027839063,"0.31810462"
4,0.01220647,"x10 + -0.69172525"
6,0.0022267592,"(-0.21231133 / x4) + 0.44666135"
8,0.0004693948,"(-0.5816618 / (x4 + 0.7467831)) + 0.49816534"
11,0.00038276042,"((x2 * -0.38104373) / (x4 + 0.5527724)) + 0.47490788"
13,0.00025086373,"(-2.7215748 / (x4 + 0.042188644)) + ((2.2777827 / x4) + 0.48774752)"
16,0.00020760726,"((x1 * 0.051644143) + 0.45784694) + ((x2 * -0.5149003) / (x4 + 0.74430066))"
17,0.00020062913,"(-0.95191425 / (x4 + x3)) + (((x4 * x3) * -0.007790755) + 0.60983396)"
18,0.0001198545,"(((x2 * -0.9887848) + 0.68712103) / (x4 + 0.52086)) + ((x9 * 0.072467335) + 0.42135617)"
19,0.000119718556,"(((x2 * -0.9789285) + x8) / (x4 + 0.5225201)) + ((x9 * 0.07175379) + 0.422103)"
21,0.000104584185,"(((x2 * -1.286575) + 0.99647516) / (x4 + 0.7343769)) + (((x2 * 0.06334995) * x2) + 0.40782142)"
22,0.000104583356,"(((x2 * x2) * 0.06345487) + 0.40760472) + (((x2 * -1.289013) + x11) / (x4 + 0.73334956))"
24,0.000102284335,"(((x2 * -1.2351519) + 0.93080413) / (x4 + 0.73119533)) + (((x2 * 0.53947943) * (x7 * x2)) + 0.4114784)"
27,0.00010195331,"((((x8 * x2) * -1.8291279) + 0.92974156) / (x4 + 0.7305342)) + (((x2 * 0.5392303) * (x2 * x7)) + 0.4115202)"
