Complexity,Loss,Equation
1,0.019876774,"0.53639436"
4,0.009607931,"x2 * 0.52152"
6,0.0024825356,"(x1 * 0.2062385) + 0.32484373"
8,0.0023549749,"(-13.093769 / (x1 + 6.8696933)) + 2.2054727"
9,0.001954148,"((x2 + x1) * 0.15158878) + 0.22900029"
11,0.0018345177,"(x1 * 0.19826837) + ((x4 * 0.6777771) + 0.3204128)"
12,0.0008399663,"(x10 + (x1 + 2.1500409)) / (x0 + 6.9390016)"
14,0.0004417646,"((x10 + 1.6657864) / (x0 + 5.3917375)) + (x1 * 0.11729617)"
16,0.00037527346,"((x1 * 0.13631006) + 0.30838472) + ((x0 * -0.07327492) + (x10 / 6.511022))"
18,0.0003102365,"(((x10 * 3.287874) + 27.722486) / (x0 + 18.9555)) + ((x1 * 0.12707484) + -1.1555424)"
21,0.00017350096,"((((x0 * -0.067609824) + 1.8060496) * (x10 + 1.7921073)) / (x0 + 10.637366)) + (x1 * 0.12683137)"
24,0.00017313624,"(((x0 * (x0 * -0.025335997)) + (x10 * 0.6770081)) / (x0 + 4.1753516)) + ((x1 * 0.12880549) + 0.30842814)"
26,0.00014379728,"((((x0 * -1.4330795) * (x8 * 0.3159713)) + (x10 * 1.7490927)) / (x0 + 10.850239)) + ((x1 * 0.13018772) + 0.30712363)"
