Complexity,Loss,Equation
1,0.018045248,"0.5587441"
4,0.008901837,"x2 * 0.5387101"
6,0.0010205269,"(x1 * 0.2014154) + 0.35559142"
8,0.0010205267,"((x1 + 0.030174838) * 0.20141113) + 0.34951654"
9,0.00067073485,"((x2 + x1) * 0.14882262) + 0.25834176"
11,0.0005791249,"((x2 * 0.10310202) + 0.285843) + (x1 * 0.16733482)"
13,0.00055841985,"(-0.54142326 / (x2 + 1.2228545)) + ((x1 * 0.16569594) + 0.63825434)"
14,0.000549982,"(((x2 * 0.12473264) + (x1 * 0.16071713)) + 0.2652598) / x11"
16,0.00046457964,"(((x0 * -0.0038809886) + 0.16514409) * x1) + ((x2 * 0.118414424) + 0.27657667)"
19,0.00040667475,"(((x2 * 0.1452419) + 0.25386262) + ((x0 * -0.0051991907) + (x1 * 0.15597129))) / x11"
21,0.00039361097,"(((x1 * 0.08808903) + (x0 * -0.0033258563)) + ((x2 * 0.09493644) + 0.13914312)) / (x11 + -0.4157855)"
22,0.00038936443,"(((x2 * 0.14292365) + 0.25528467) + (((x0 * x0) * -0.0005234923) + (x1 * 0.15589437))) / x11"
24,0.00038758706,"((((x0 * x0) * -0.00049397274) + (x1 * 0.14347257)) + ((x2 * 0.13620587) + 0.23477934)) / (x11 + -0.07095678)"
25,0.00037395157,"((((x0 * -0.00047137073) * (x0 * x1)) + (x1 * 0.15728748)) + ((x2 * 0.14130001) + 0.2556259)) / x11"
27,0.00037159707,"(((x1 * 0.12576115) + ((x0 * -0.00038582963) * (x0 * x1))) + ((x2 * 0.11841534) + 0.2025675)) / (x11 + -0.19206287)"
28,0.00036388193,"((((x1 * x0) * (x0 * -0.00047584833)) + (x1 * 0.15866815)) + ((x2 * 0.1375768) + 0.25918534)) / (x11 + x5)"
