,qG,nr_X,nr_P,nr_M,DM_5drib_c,DM_amob_c,DM_mththf_c,BIOMASS_Ec_iJO1366_core_53p95M,EX_co2_e_o,EX_h_e_o,EX_h2o_e_o,EX_meoh_e_o,ACt4pp,ADCL,ACKr_for,ACLS,3OAR140_for,ACONTa_for,ACONTb_for,ACHBS,ACACT2r_for,ADCS,ADNK1,ADK1_for,3OAS140,ADSK,ADSL1r_for,ADSL2r_for,ADSS,AACPS4,5DOAN,AHCYSNS,A5PISO_for,AMAOTr_for,AMPMS2,AGPAT160,AACPS3,AGPAT161,ANPRT,AOXSr2,AACPS7,AICART_for,ANS,AIRC2,AKGDH,ALAALAr_for,ALAR_for,ALAt4pp,APRAUR,ARGSL_for,ARGSS,ACCOAC,ACACT1r_for,ACACT3r_for,ACACT4r_for,ACACT5r_for,ACACT6r_for,ATPM,ACACT7r_for,ASNS2,ASP1DC,ASPK_for,ASPCT,ASPO6,CBMKr_for,ATPPRT,ATPS4rpp_i,BMOCOS,CDPMEK,BPNT,BTS5,BMOGDS2,BMOGDS1,CHORM,CHORS,CHRPL,CLt3_2pp,DHPTDCs2,DNMPPA,DALAt2pp,DHPPDA2,CU2tpp,CYTK1_for,CYTBO3_4pp,DHDPRy,DHDPS,DHFR_for,DHFS,DHNPA2r_copy1_for,DAPDC,DAPE_for,DASYN161,DHORD2,DHPS2,CPMPS,DASYN160,DB4PS,DHQS,DHQTi,DMATT,DMPPS,DBTS,COBALT2tpp,DPCOAK,DDPA,DPR,DHAD1,DNTPPA,DHAD2,DHAPT,CPPPGO,DTMPK_for,ENO_for,DXPRIi,DUTPDP,DXPS,E4PD_for,FE2tpp,FACOAE120,FACOAE160,FACOAE161,FADRx,ECOAH1_for,ECOAH2_for,ECOAH3_for,CS,FBA3_for,FADRx2,ECOAH4_for,ECOAH5_for,FCLT,CTPS2,FDH4pp,FESD1s,G5SADs,G3PD2_for,CYSTL,FUM_for,G1PACT,CYSS,FESR,FLDR2,G1SAT_for,G3PAT160,G3PAT161,FMNAT,FORtppi,FTHFD,G5SD,GLUPRT,GLYCTO2,GLYK,GLYCLTt4pp,GLYt4pp,GLYCDx,GK1_for,GRTT,GHMT2r_for,GART,GAPD_for,GLUTRR,GLUTRS,GLUt4pp,HACD7_for,GLYCL,HACD1_for,HACD2_for,HACD3_for,HACD4_for,HACD5_for,HACD6_for,GTPCI,GMPS2,GTPCII2,HBZOPT,HCO3E_for,GARFT_for,HISTD,GCALDD,HISTP,K2L4Aabctex,GF6PTA,I2FE2SS,HMBS,IGPDH,K2L4Aabcpp,HPPK2,HSK,HSST,HSTPT,IPDPS,KARA2_for,I2FE2ST,I4FE4ST,ICDHyr_for,IPMD,KDOPP,KDOPS,I4FE4SR,I2FE2SR,IPPS,KDOCT2,ICYSDS,I2FE2SS2,Kt2pp,ICL,IG3PS,IGPS,IMPD,LEUTAi,LPADSS,GLNS,MALCOAMT,GLU5K,MALS,MCOATA_for,MDH_for,MOX_for,MCTP1App,MG2t3_2pp_for,MTHTHFSs,MECDPDH5,MECDPS,MN2tpp,NI2tpp,NNATr_for,MEPCT,METAT,METS,NNDPR,NH4tpp_i,MTHFD_for,MOCOS,MOADSUx,MOAT,MOAT2,O2tpp_i,OMCDC,PDX5PO2,MPTG,OPMEACPD,MOBDabcpp,OGMEACPD,OPMEACPR,OGMEACPR,MOHMT,OPMEACPS,OGMEACPS,PFK_3,MPTAT,MPTS,PAPPT3,PAPSR,MPTSS,PDH,MTHFC_for,PDX5POi,MTHFR2,PDX5PS,PERD_for,PGCD,OCBT_for,OCTDPS,OHPBAT_for,OMPDC,OPHHX,OPHBDC,NADH16pp,PMDPHT,P5CR,PANTS,NADK,NADS1,PPNDH,PMPK,PPND,NADTRHD,NDPK1_for,PIt2rpp_i,NDPK2_for,PRAIi,PSERT,PROt4pp,PPBNGS,PPC,PMEACPE,PNTK,PPNCL2,NDPK3_for,POR5_for,PPCDC,NDPK4_for,NDPK5_for,PPPGO3,NDPK6_for,PRAGSr_for,PRAIS,NDPK7_for,PRAMPC,PRATPP,PRASCSi,PRFGS,PRMICI_for,PRPPS_for,PSCVT_for,PSD161,PSD160,PSP_L,RNDR2,RNDR3,RBFK,PSSA160,PSSA161,PTPATi,SHKK,PYK,RBFSa,QULNS,RBFSb,SULR,RHCCE,SHSL1,RNTR1c2,RNDR4,THRS,RNTR2c2,TMDS,SO4t2pp,TMPK,SUCDi,THRt4pp,SUCOAS_for,THDPS,TALA_for,THRD_L,TKT1_for,TDSK,TMPPP,TPI_for,TRDR,SADT2,UAPGR,UAGDP,TRPS3,SDPDS,U23GAAT,UAAGDS,UAGAAT_for,UAGCVT,UAGPT3,UAMAGS,UAMAS,UDCPDP,UDCPDPS,SERAT_for,DM_4hba_c,UGMDDS,UHGADA,UMPK_for,UPP3MT,UPP3S,USHD,UPPDC1,SHCHF,ZN2tpp,FLDR,SERt4pp,SHCHD2,DHNPA2r_copy2,RNTR1c,RNTR2c,RNTR3c,SHK3Dr_for,THZPSN,MECDPDH2,EGMEACPR,EPMEACPR,RNTR4c2,RNTR4c,CA2tex_i,MNtex_i,CLtex_i,MOBDtex_i,SO4tex_i,COBALT2tex_i,NH4tex_i,NI2tex_i,GLYCtex_i,CU2tex_i,O2tex_i,Zn2tex_i,PItex_i,Ktex_i,MG2tex_i,ECOAH6_for,ECOAH7_for,RNTR3c2,PE160abcpp,PE161abcpp,FE2tex_i,protein_synthesis,SK_protein_c,EX_ca2_e_i,EX_cl_e_i,EX_cobalt2_e_i,EX_cu2_e_i,EX_glyc_e_i,EX_fe2_e_i,EX_k_e_i,EX_mg2_e_i,EX_mn2_e_i,EX_mobd_e_i,EX_nh4_e_i,EX_ni2_e_i,EX_o2_e_i,EX_pi_e_i,EX_zn2_e_i,EX_so4_e_i,ACt2rpp_o,ACOAD1f_rev,ACOAD2f_rev,ACOAD3f_rev,ACOAD4f_rev,ACOAD5f_rev,ACOAD6f_rev,ACOAD7f_rev,ALAt2pp_copy2_o,AIRC3_rev,ALATA_L_rev,ASAD_rev,CO2tpp_o,ASPTA_rev,CAt6pp_rev,DHORTS_rev,F6PA_rev,CTECOAI7_copy1_rev,GLYt2pp_copy2_o,GLYCLTt2rpp_o,GLUt2rpp_o,GLUR_rev,GLYCtpp_i,H2Otpp_o,IMPC_rev,HSDy_rev,GLUDy_rev,KARA1_rev,IPPMIa_rev,IPPMIb_rev,ILETA_rev,MEOHtrpp_o,PGM_rev,PGAMT_rev,PGK_rev,ORPT_rev,PHETA1_rev,PROt2rpp_o,PPK_rev,PPM_rev,PUNP1_rev,PTAr_rev,SDPTA_rev,RPE_rev,TRPAS2_rev,THRt2rpp_o,SUCOAS_rev,TALA_rev,TKT1_rev,TKT2_rev,RPI_rev,TYRTA_rev,SERt2rpp_o,VALTA_rev,ORNTA_rev,CO2tex_o,Htex_o,MEOHtex_o,H2Otex_o,combined_obj
p1,15.773499,0.78867555,0.007886749,78.86752,1.0301455e-06,1.0301455e-06,0.00023075263,0.5150728,19.576077,7.1607924,52.494827,1.0301455e-06,0.0,0.0003445837,0.15166861,0.592625,0.040085025,6.582242,6.582242,0.2335019,0.18330413,0.0003445837,0.00023178276,1.5067761,0.040085025,0.13163838,0.1846329,0.23076034,0.1846329,0.077481374,1.0301455e-06,0.00023075263,0.020042513,1.0301455e-06,0.00011486124,0.032868855,0.06573771,0.038740687,0.029278284,1.0301455e-06,0.040085025,0.30867532,0.029278284,0.23076034,4.997185,0.014312844,0.021469265,0.0,0.00022972249,0.17822224,0.17822224,0.040088117,0.18330413,0.18330413,0.18330413,0.18330413,0.14321908,65.76999,0.14321908,0.20462786,0.00029668194,1.1111321,0.17038351,0.001173336,0.3472693,0.08458783,84.738144,6.283889e-05,0.0012305089,0.13163838,1.0301455e-06,6.283889e-05,6.283889e-05,0.39346117,0.4180723,0.00011486124,0.001340477,0.00023075263,0.0003445837,0.007156422,0.00022972249,0.00036518663,0.09317924,51.93315,0.43235826,0.43235826,0.013821979,0.0003445837,0.0003445837,0.42061836,0.43235826,0.038740687,0.17038351,0.0003445837,0.00012567778,0.032868855,0.00045944497,0.4180723,0.4180723,0.00014319025,0.00014319025,1.0301455e-06,1.2876821e-05,0.00029668194,0.4180723,0.00029668194,0.592625,0.0003445837,0.2335019,10.474265,0.00011486124,0.013477394,13.363128,0.0012305089,0.013477394,0.0014602315,0.00011486124,0.0082725845,0.040085025,0.06573771,0.077481374,1.0844,0.18330413,0.18330413,0.18330413,6.582242,0.0062388647,0.28633583,0.18330413,0.18330413,0.00011486124,0.082682066,0.09482509,0.0020108444,0.15595421,6.018755,0.08329651,6.2865,0.0486682,0.13163838,0.004021689,0.0003014428,0.0018377799,0.032868855,0.038740687,0.00011486124,0.09482509,0.0942567,0.33337826,0.23087521,0.0003445837,6.082554,0.0,0.0,10.925331,0.1255315,0.00014319025,0.67165124,0.00082715944,14.304796,0.0018377799,0.0018377799,0.0,0.14321908,0.01089866,0.18330413,0.18330413,0.18330413,0.18330413,0.18330413,0.14321908,0.0003445837,0.1255315,0.00022972249,0.00011486124,0.27084848,0.23026922,0.08458783,0.0003445837,0.08458783,0.010021256,0.0486682,0.00014731081,0.00022972249,0.08458783,0.010021256,0.0003445837,0.6059882,0.08329651,0.08458783,0.0010873188,0.2335019,1.4422039e-05,0.00013391893,5.769075,0.310746,0.020042513,0.020042513,0.00013391893,1.0301455e-06,0.310746,0.020042513,0.0008148452,0.00013391893,0.100538604,0.986707,0.08458783,0.029278284,0.1255315,0.310746,0.010021256,0.98506916,1.0301455e-06,0.33337826,0.9869066,0.040087085,7.1595297,0.0007227763,0.007156422,0.0044682566,0.00023075263,0.00041964406,0.0012305089,0.00035591534,0.00016636853,0.001173336,0.0012305089,0.00034767415,0.08352684,0.001173336,7.809145,0.5818082,6.283889e-05,0.00025135555,0.010021256,0.010021256,25.968304,0.310746,2.7142935e-06,0.007156422,1.0301455e-06,6.6444394e-05,1.0301455e-06,1.0301455e-06,1.0301455e-06,0.00029668194,1.0301455e-06,1.0301455e-06,0.0062388647,0.00012567778,0.00012567778,0.014312844,0.13163838,0.00025135555,8.773647,0.5818082,0.00011481456,0.08352684,0.00011486124,0.00011486124,1.0051916,0.17822224,0.00011486124,0.00011486124,0.17038351,0.00011486124,0.00011486124,45.979057,0.00022972249,0.15595421,0.00029668194,0.00023023755,0.001173336,0.18525854,0.00011486124,0.20928714,1.3680004,0.44002348,0.4968552,0.2190432,0.029278284,1.0051916,0.002680954,0.00091888994,2.3075342,1.0301455e-06,0.00029668194,0.00029668194,0.09317452,0.054937825,0.00029668194,0.013477394,0.00026607423,0.00011486124,0.0002655262,0.23087521,0.23087521,0.00020994018,0.08458783,0.08458783,0.23076034,0.23087521,0.08458783,0.50881064,0.4180723,0.038740687,0.032868855,1.0051916,0.00026607423,0.00020994018,0.00011486124,0.032868855,0.038740687,0.00029668194,0.4180723,1.2549148,0.00045944497,0.001173336,0.00022972249,0.13163838,0.00023075263,0.08329651,0.013475979,0.0002655262,0.6059882,0.013912113,0.013477394,0.13387121,0.00011486124,5.833796,0.0,0.0,0.43235826,0.036675405,0.2335019,0.037660483,0.010021256,0.00011486124,15.205795,0.13166286,0.13163838,0.014312844,0.0486682,0.029278284,0.43235826,0.020042513,0.014312844,0.020042513,0.014312844,0.014312844,0.014312844,0.014312844,0.014312844,2.8329006e-05,0.13163838,0.00011486124,0.014312844,0.020042513,0.19471762,0.00011486124,0.00022972249,0.010021256,0.00011486124,0.00011486124,0.00017563983,0.0005366719,0.0,0.00011486124,0.0,0.00015028684,8.433498e-05,0.00022231802,0.4180723,0.00011486124,0.0011484013,1.0301455e-06,1.0301455e-06,0.013471115,0.00025337367,0.002680954,0.00035591534,0.002680954,6.6444394e-05,0.13387121,1.2876821e-05,7.809145,0.00016636853,15.773499,0.00036518663,25.968304,0.00017563983,0.4968552,0.100538604,0.0044682566,0.14321908,0.14321908,0.013912065,0.023665536,0.0108474335,0.0082725845,0.006613209,0.006613209,0.002680954,0.002680954,1.2876821e-05,0.00036518663,15.773499,0.0082725845,0.100538604,0.0044682566,0.00035591534,6.6444394e-05,7.809145,0.00016636853,25.968304,0.4968552,0.00017563983,0.13387121,0.0,0.18330413,0.18330413,0.18330413,0.18330413,0.18330413,0.14321908,0.06573771,0.0,0.23076034,0.55507666,1.1111321,19.520569,2.272254,0.002680954,0.17038351,0.52789724,0.077481374,0.0,0.0,0.0,0.014312844,15.773499,52.494827,0.30867532,0.67956746,6.61271,0.592625,0.310746,0.310746,0.23350191,1.0301455e-06,13.363128,0.0486682,14.304796,0.17038351,0.18525854,0.002680954,1.9565527,0.00023178276,0.00023178276,0.15166861,0.43235826,0.4798729,0.029278284,0.0,4.5936584,0.06722843,0.06722843,0.4414782,0.45981872,0.20928714,0.0,0.28165853,0.17822224,19.576077,7.1607924,1.0301455e-06,52.494827,66.10045
p2,4.226503,0.21132457,0.0021132496,21.132496,1.4993753e-07,1.4993753e-07,3.3586024e-05,0.07496877,3.476039,1.6521368,13.965097,1.4993753e-07,0.0,5.015412e-05,0.02435612,0.13434689,0.0058343764,1.1731021,1.1731021,0.05369602,0.026679903,5.015412e-05,3.373596e-05,0.29390794,0.0058343764,0.021426626,0.03948293,0.033587128,0.03948293,0.011277404,1.4993753e-07,3.3586024e-05,0.0029171882,1.4993753e-07,1.6718048e-05,0.004784058,0.009568116,0.005638702,0.004261451,1.4993753e-07,0.0058343764,0.05924309,0.004261451,0.033587128,0.8020992,0.0020832336,0.003124849,0.0,3.3436096e-05,0.03716866,0.03716866,0.0058348216,0.026679903,0.026679903,0.026679903,0.026679903,0.020845518,2.0287666,0.020845518,0.04656814,4.3182037e-05,0.23474011,0.024799302,0.00017077895,0.063304424,0.018983077,17.748241,9.146192e-06,0.00017910043,0.021426626,1.4993753e-07,9.146192e-06,9.146192e-06,0.07656787,0.086022764,1.6718048e-05,0.00019510632,3.3586024e-05,5.015412e-05,0.0010416168,3.3436096e-05,5.3152908e-05,0.0135622285,10.953514,0.086166725,0.086166725,0.002011788,5.015412e-05,5.015412e-05,0.08151062,0.086166725,0.005638702,0.024799302,5.015412e-05,1.8292383e-05,0.004784058,6.687219e-05,0.086022764,0.086022764,2.0841326e-05,2.0841326e-05,1.4993753e-07,1.8742203e-06,4.3182037e-05,0.086022764,4.3182037e-05,0.13434689,5.015412e-05,0.05369602,2.150652,1.6718048e-05,0.0019616322,3.5523882,0.00017910043,0.0019616322,0.00021253654,1.6718048e-05,0.0012040734,0.0058343764,0.009568116,0.011277404,0.056318283,0.026679903,0.026679903,0.026679903,1.1731021,-0.005021887,-0.13728802,0.026679903,0.026679903,1.6718048e-05,0.012034364,-0.017038021,0.00029267813,0.03576945,0.6346779,0.014327612,1.0411434,0.0070836507,0.021426626,0.00058535626,-0.0002953809,0.00026748877,0.004784058,0.005638702,1.6718048e-05,-0.017038021,-0.017357465,0.07373625,0.033603862,5.015412e-05,0.6529105,0.0,0.0,2.33921,0.018271092,2.0841326e-05,0.14460108,-0.00026760966,3.8234463,0.00026748877,0.00026748877,0.0,0.020845518,-0.004483289,0.026679903,0.026679903,0.026679903,0.026679903,0.026679903,0.020845518,5.015412e-05,0.018271092,3.3436096e-05,1.6718048e-05,0.039421998,0.03365034,0.018983077,5.015412e-05,0.018983077,0.0014585941,0.0070836507,2.1441068e-05,3.3436096e-05,0.018983077,0.0014585941,5.015412e-05,0.123735115,0.014327612,0.018983077,0.00015825909,0.05369602,2.0991265e-06,1.9491887e-05,1.1617641,0.07085976,0.0029171882,0.0029171882,1.9491887e-05,1.4993753e-07,0.07085976,0.0029171882,0.00011860064,1.9491887e-05,0.014633387,-0.16220197,0.018983077,0.004261451,0.018271092,0.07085976,0.0014585941,0.1718018,1.4993753e-07,0.07373625,-0.1620068,0.005834669,0.9921863,0.00010519635,0.0010416168,0.0006503542,3.3586024e-05,-0.00021841482,0.00017910043,5.180345e-05,2.4214925e-05,0.00017077895,0.00017910043,5.0603936e-05,0.0143616125,0.00017077895,1.7986453,0.12706053,9.146192e-06,3.6584766e-05,0.0014585941,0.0014585941,5.4775333,0.07085976,-2.570068e-06,0.0010416168,1.4993753e-07,9.6709755e-06,1.4993753e-07,1.4993753e-07,1.4993753e-07,4.3182037e-05,1.4993753e-07,1.4993753e-07,-0.005021887,1.8292383e-05,1.8292383e-05,0.0020832336,0.021426626,3.6584766e-05,1.7920651,0.12706053,1.6620492e-05,0.0143616125,1.6718048e-05,1.6718048e-05,0.20753542,0.03716866,1.6718048e-05,1.6718048e-05,0.024799302,1.6718048e-05,1.6718048e-05,10.010059,3.3436096e-05,0.03576945,4.3182037e-05,3.3511053e-05,0.00017077895,0.039829247,1.6718048e-05,0.035654105,-0.86650383,0.08094615,0.0723172,0.031875722,0.004261451,0.20753542,0.00039021263,0.00013374438,0.09192276,1.4993753e-07,4.3182037e-05,4.3182037e-05,0.013556428,0.007948516,4.3182037e-05,0.0019616322,-0.00025229293,1.6718048e-05,-0.0002497949,0.033603862,0.033603862,-0.0001994086,0.018983077,0.018983077,0.033587128,0.033603862,0.018983077,0.08930609,0.086022764,0.005638702,0.004784058,0.20753542,-0.00025229293,-0.0001994086,1.6718048e-05,0.004784058,0.005638702,4.3182037e-05,0.086022764,-0.41131955,6.687219e-05,0.00017077895,3.3436096e-05,0.021426626,3.3586024e-05,0.014327612,0.0019600727,-0.0002497949,0.123735115,0.002013566,0.0019616322,0.021753404,1.6718048e-05,0.79038906,0.0,0.0,0.086166725,-0.016731173,0.05369602,-0.016499277,0.0014585941,1.6718048e-05,4.0724277,0.02144219,0.021426626,0.0020832336,0.0070836507,0.004261451,0.086166725,0.0029171882,0.0020832336,0.0029171882,0.0020832336,0.0020832336,0.0020832336,0.0020832336,0.0020832336,4.123285e-06,0.021426626,1.6718048e-05,0.0020832336,0.0029171882,0.028341122,1.6718048e-05,3.3436096e-05,0.0014585941,1.6718048e-05,1.6718048e-05,2.5564368e-05,-0.00050751626,0.0,1.6718048e-05,0.0,-0.00014731071,-8.26394e-05,-0.00021039092,0.086022764,1.6718048e-05,5.9978745e-05,1.4993753e-07,1.4993753e-07,0.0019396241,-0.00024081682,0.00039021263,5.180345e-05,0.00039021263,9.6709755e-06,0.021753404,1.8742203e-06,1.7986453,2.4214925e-05,4.226503,5.3152908e-05,5.4775333,2.5564368e-05,0.0723172,0.014633387,0.0006503542,0.020845518,0.020845518,0.0020066309,0.003444516,0.0015788432,0.0012040734,0.00019701081,0.00019701081,0.00039021263,0.00039021263,1.8742203e-06,5.3152908e-05,4.226503,0.0012040734,0.014633387,0.0006503542,5.180345e-05,9.6709755e-06,1.7986453,2.4214925e-05,5.4775333,0.0723172,2.5564368e-05,0.021753404,0.0,0.026679903,0.026679903,0.026679903,0.026679903,0.026679903,0.020845518,0.009568116,0.0,0.033587128,0.12164833,0.23474011,3.453761,0.52440274,0.00039021263,0.024799302,0.111725956,0.011277404,0.0,0.0,0.0,0.0020832336,4.226503,13.965097,0.05924309,0.14777991,1.5264311,0.13434689,0.07085976,0.07085976,0.053696014,1.4993753e-07,3.5523882,0.0070836507,3.8234463,0.024799302,0.039829247,0.00039021263,0.36255652,3.373596e-05,3.373596e-05,0.02435612,0.086166725,0.102781385,0.004261451,0.0,0.5894778,-0.0068533737,-0.0068533737,0.10196225,0.09934963,0.035654105,0.0,0.06336774,0.03716866,3.476039,1.6521368,1.4993753e-07,13.965097,2.2951584
