,process,t,T,Cf_N,G_Cf,V_N,CF_N
1028,DoE1_R1,8.24853606107776,308.1706797194307,0.2164741045497337,359.6726325328567,2.377185385196684,1.2065117330204442
1029,DoE1_R1,8.256559928841453,308.17067421741604,0.21672978449297917,359.6726325328567,2.3791828228926284,1.2082497182654517
1030,DoE1_R1,8.264583796605148,308.1706695130229,0.21698563670784912,359.6726325328567,2.381181514999336,1.209989755743657
1031,DoE1_R1,8.272607664368842,308.1706656158736,0.21724166119434338,359.6726325328567,2.3831814691878628,1.2117318468373433
1032,DoE1_R1,8.280631532132537,308.17066253559,0.2174978579524621,359.6726325328567,2.385182693129269,1.213475992928796
1033,DoE1_R1,8.28865539989623,308.1706602817941,0.21775422698220512,359.6726325328567,2.3871851944946094,1.2152221954002993
1034,DoE1_R1,8.296679267659925,308.17065886410785,0.2180107682835727,359.6726325328567,2.389188980954945,1.216970455634139
1035,DoE1_R1,8.304703135423619,308.1706582921531,0.2182674818565645,359.6726325328567,2.39119406018133,1.2187207750125983
1036,DoE1_R1,8.312727003187314,308.1706585755521,0.21852436770118083,359.6726325328567,2.3932004398448257,1.2204731549179637
1037,DoE1_R1,8.320750870951008,308.1706597239265,0.2187814258174215,359.6726325328567,2.3952081276164874,1.2222275967325187
1038,DoE1_R1,8.328774738714703,308.17066174689876,0.2190386562052865,359.6726325328567,2.3972171311673747,1.2239841018385484
1039,DoE1_R1,8.336798606478396,308.17066465409044,0.21929605886477593,359.6726325328567,2.3992274581685433,1.225742671618337
1040,DoE1_R1,8.344822474242092,308.1706684551236,0.2195536337958898,359.6726325328567,2.401239116291052,1.2275033074541706
1041,DoE1_R1,8.352846342005785,308.17067315962026,0.21981138099862804,359.6726325328567,2.403252113205959,1.2292660107283322
1042,DoE1_R1,8.36087020976948,308.1706787772024,0.22006930047299064,359.6726325328567,2.4052664565843225,1.231030782823108
1043,DoE1_R1,8.368894077533174,308.170685317492,0.22032739221897765,359.6726325328567,2.407282154097197,1.2327976251207817
1044,DoE1_R1,8.376917945296869,308.17069279011105,0.22058565623658904,359.6726325328567,2.409299213415644,1.2345665390036389
1045,DoE1_R1,8.384941813060562,308.1707012046815,0.22084409252582482,359.6726325328567,2.41131764221072,1.2363375258539635
1046,DoE1_R1,8.392965680824258,308.17071057082535,0.22110270108668503,359.6726325328567,2.4133374481534813,1.2381105870540408
1047,DoE1_R1,8.400989548587951,308.17072089816463,0.2213614819191696,359.6726325328567,2.4153586389149884,1.2398857239861556
1048,DoE1_R1,8.409013416351646,308.17073219632107,0.22162043502327863,359.6726325328567,2.4173812221662976,1.2416629380325925
1049,DoE1_R1,8.41703728411534,308.170744474917,0.22187956039901194,359.6726325328567,2.4194052055784656,1.2434422305756356
1050,DoE1_R1,8.425061151879035,308.1707577435742,0.22213885804636976,359.6726325328567,2.421430596822552,1.2452236029975707
1051,DoE1_R1,8.433085019642728,308.17077201191466,0.22239832796535183,359.6726325328567,2.4234574035696124,1.2470070566806815
1052,DoE1_R1,8.441108887406424,308.1707872895604,0.22265797015595845,359.6726325328567,2.425485633490707,1.2487925930072536
1053,DoE1_R1,8.449132755170117,308.1708035861334,0.22291778461818934,359.6726325328567,2.427515294256892,1.2505802133595711
1054,DoE1_R1,8.457156622933812,308.1708209112555,0.2231777713520447,359.6726325328567,2.4295463935392267,1.2523699191199194
1055,DoE1_R1,8.465180490697506,308.1708392745488,0.2234379303575244,359.6726325328567,2.4315789390087654,1.254161711670582
1056,DoE1_R1,8.4732043584612,308.1708586856353,0.22369826163462847,359.6726325328567,2.43361293833657,1.255955592393845
1057,DoE1_R1,8.481228226224895,308.170879154137,0.22395876518335703,359.6726325328567,2.4356483991936955,1.2577515626719928
1058,DoE1_R1,8.489252093988588,308.1709006896758,0.22421944100370989,359.6726325328567,2.4376853292512,1.2595496238873096
1059,DoE1_R1,8.497275961752283,308.17092330187376,0.22448028909568724,359.6726325328567,2.4397237361801434,1.261349777422081
1060,DoE1_R1,8.505299829515977,308.1709470003527,0.22474130945928886,359.6726325328567,2.441763627651581,1.2631520246585908
1061,DoE1_R1,8.513323697279672,308.1709717947347,0.22500250209451497,359.6726325328567,2.443805011336571,1.2649563669791242
1062,DoE1_R1,8.521347565043365,308.17099769464176,0.22526386700136544,359.6726325328567,2.445847894906172,1.266762805765966
1063,DoE1_R1,8.52937143280706,308.17102470969587,0.2255254041798403,359.6726325328567,2.447892286031442,1.2685713424014005
1064,DoE1_R1,8.537395300570754,308.1710528495189,0.22578711362993953,359.6726325328567,2.4499381923834367,1.2703819782677126
1065,DoE1_R1,8.54541916833445,308.17108212373296,0.2260489953516632,359.6726325328567,2.4519856216332157,1.2721947147471877
1066,DoE1_R1,8.553443036098143,308.1711125419599,0.2263110493450112,359.6726325328567,2.454034581451836,1.2740095532221098
1067,DoE1_R1,8.561466903861838,308.17114411382187,0.2265732756099837,359.6726325328567,2.4560850795103564,1.275826495074764
1068,DoE1_R1,8.569490771625532,308.1711768489407,0.2268356741465805,359.6726325328567,2.4581371234798337,1.2776455416874346
1069,DoE1_R1,8.577514639389227,308.17121075693836,0.22709824495480174,359.6726325328567,2.4601907210313247,1.2794666944424071
1070,DoE1_R1,8.58553850715292,308.1712458474369,0.2273609880346473,359.6726325328567,2.4622458798358893,1.2812899547219647
1071,DoE1_R1,8.593562374916615,308.17128213005833,0.22762390338611735,359.6726325328567,2.464302607564583,1.2831153239083943
1072,DoE1_R1,8.601586242680309,308.17131961442453,0.22788699100921173,359.6726325328567,2.466360911888466,1.2849428033839787
1073,DoE1_R1,8.609610110444004,308.17135831015753,0.22815025090393054,359.6726325328567,2.468420800478594,1.286772394531004
1074,DoE1_R1,8.617633978207698,308.17139822687926,0.22841368307027368,359.6726325328567,2.4704822810060256,1.288604098731754
1075,DoE1_R1,8.625657845971393,308.17143937421173,0.2286772875082413,359.6726325328567,2.4725453611418193,1.290437917368514
1076,DoE1_R1,8.633681713735086,308.171481761777,0.22894106421783325,359.6726325328567,2.474610048557031,1.2922738518235686
1077,DoE1_R1,8.641705581498782,308.17152539919687,0.2292050131990496,359.6726325328567,2.47667635092272,1.2941119034792024
1078,DoE1_R1,8.649729449262475,308.17157029609353,0.22946913445189035,359.6726325328567,2.478744275909943,1.2959520737177
1079,DoE1_R1,8.65775331702617,308.1716164620888,0.22973342797635554,359.6726325328567,2.480813831189759,1.2977943639213467
1080,DoE1_R1,8.665777184789864,308.1716639068047,0.229997893772445,359.6726325328567,2.482885024433224,1.2996387754724263
1081,DoE1_R1,8.673801052553559,308.17171263986324,0.230262531840159,359.6726325328567,2.4849578633113985,1.301485309753225
1082,DoE1_R1,8.681824920317252,308.1717626708863,0.23052734217949725,359.6726325328567,2.4870323554953364,1.303333968146026
1083,DoE1_R1,8.689848788080948,308.1718140094961,0.23079232479046,359.6726325328567,2.489108508656099,1.3051847520331148
