Complexity,Loss,Equation
1,0.013728502,"0.5569811"
4,0.011601388,"x2 * 0.5351225"
6,0.0017958593,"(x1 * 0.1706466) + 0.3831423"
9,0.0016495554,"(x1 * (x9 + -0.8262861)) + 0.38036478"
11,0.0012970648,"(((x0 * -0.0076042474) + 0.17644443) * x1) + 0.38499868"
12,0.00017609591,"(x1 + (x10 + 3.0138605)) / (x0 + 8.151993)"
14,0.00017451799,"((x1 * 0.93856704) + (x10 + 2.8939931)) / (x0 + 7.8268843)"
15,0.00017344071,"((x1 + x10) + (2.0183194 + x9)) / (8.151993 + x0)"
16,0.00010822375,"((x10 * 0.117215835) + 0.3719536) + ((x1 * 0.1219008) + (x0 * -0.06269642))"
19,0.000104562045,"((x10 * 0.11563464) + 0.37181202) + ((x1 * (x9 * 0.12304144)) + (x0 * -0.062040113))"
22,0.000100363206,"((x10 * 0.115056664) + (x9 * 0.37217718)) + (((x1 * 0.12324975) + (x0 * -0.061696004)) * x9)"
24,9.806987e-5,"((x10 * 0.12212646) + (x9 * 0.37163374)) + (((x0 * -0.12424607) + (x1 * 0.22408168)) / (x4 + 1.8550239))"
27,9.6728836e-5,"((x10 * 0.122607134) + 0.3711871) + (((x0 * -0.13823014) + ((x1 * 0.24981193) * (x9 * x9))) / (x4 + 2.0678291))"
30,9.545529e-5,"((x9 * 0.37176892) + (x10 * 0.12138634)) + (((x1 * 0.33827257) + ((x0 * -0.18556485) * (x11 * x9))) / (x4 + 2.8039489))"
