Complexity,Loss,Equation
1,0.008177859,"0.27876928"
4,0.0075538857,"0.24643642 / x2"
6,0.0036658114,"(x1 * -0.104943685) + 0.38567123"
9,0.0020238743,"(0.23086442 / x2) + (x0 * 0.029667785)"
11,0.0003420854,"(((x0 * 0.019629417) + -0.11990197) * x1) + 0.38086894"
13,0.00029253477,"(((x0 * 0.011153928) + -0.11793071) * (x1 + 0.9570938)) + 0.49149287"
14,0.00028636053,"(((x0 * 0.01097498) + -0.117540896) * (x1 + x11)) + 0.49456465"
16,0.00018671712,"((x1 * -0.095367126) + (x10 * -0.04395825)) + ((x0 * 0.044219527) + 0.3814869)"
18,0.0001867171,"(((x10 * -0.027983773) + (x1 * -0.060713332)) / 0.6366256) + ((x0 * 0.044218544) + 0.38148534)"
19,0.00012478286,"((x3 * (x10 * -0.03059649)) + (x1 * -0.1038268)) + ((x0 * 0.05077633) + 0.3792121)"
22,9.514478e-5,"((x1 * -0.10116001) + ((x10 * x3) * -0.03318742)) + (((x0 * 0.052613106) + 0.37365758) / x11)"
24,7.5375516e-5,"(((x0 * 0.13023376) + 0.8456586) / (x4 + 2.2279294)) + (((x3 * x10) * -0.036474485) + (x1 * -0.09926316))"
26,7.537538e-5,"((((x0 * 0.058175493) + 0.37766305) * 2.235233) / (x4 + 2.2239497)) + (((x3 * -0.036486696) * x10) + (x1 * -0.099259995))"
27,6.8996414e-5,"(((x0 * 0.13515392) + 0.87761676) / (x4 + 2.3151894)) + (((x11 * -0.09971868) * x1) + ((x3 * x10) * -0.036488637))"
30,6.638467e-5,"(((x0 * 0.1478571) + 0.9535307) / (x4 + 2.516924)) + (((x11 * -0.099398874) * x1) + ((x10 * x11) * (x3 * -0.037469972)))"
