Complexity,Loss,Equation
1,0.0039531146,"0.16425116"
4,0.0017720371,"0.14948899 / x3"
6,0.00022030114,"0.27741894 / (x10 + 1.0794237)"
8,0.00016524775,"(0.48820776 / (x10 + 1.6071919)) + -0.052099034"
11,6.156928e-5,"(0.37770954 / (x10 + 1.3960278)) + (x8 * -0.02242566)"
13,6.124417e-5,"(0.39581397 / (x10 + 1.4415288)) + ((x8 * -0.021773739) + -0.004968016)"
14,4.596998e-5,"(x5 + (x8 * -0.022595234)) + (0.37651777 / (x10 + 1.4105899))"
16,4.412177e-5,"(((x5 * 2.0474222) + 0.3779993) / (x10 + 1.4219265)) + (x8 * -0.022531506)"
19,3.8660462e-5,"((x5 + 0.35214248) / (x10 + 1.2780768)) + ((-0.0002633378 / x10) + (x8 * -0.020985786))"
21,3.8330243e-5,"(((x5 * 1.2391092) + 0.35157722) / (x10 + 1.2799813)) + ((-0.00025166495 / x10) + (x8 * -0.020910524))"
22,3.799237e-5,"((x5 + 0.44179565) / (x10 + 1.4988687)) + ((x8 * -0.02336057) + (-0.012378552 / (x6 * x3)))"
24,3.5607933e-5,"(((x5 * 1.8186615) + 0.43890637) / (x10 + 1.5094593)) + ((-0.01138793 / (x3 * x6)) + (x8 * -0.023482874))"
25,3.3139877e-5,"((x5 + 0.5329287) / (x10 + 1.7355653)) + ((-0.022979978 / (x6 * x3)) + (x2 * (x8 * -0.020239264)))"
27,3.2776505e-5,"(((x5 * 1.3623023) + 0.520859) / (x10 + 1.7141922)) + ((-0.02170583 / (x6 * x3)) + (x8 * (x2 * -0.019855978)))"
29,3.270803e-5,"((((x5 * 0.8246365) + 0.31990147) * 1.6550677) / (x10 + 1.735232)) + ((-0.02240587 / (x6 * x3)) + ((x2 * x8) * -0.020154256))"
30,3.2635613e-5,"(((x5 * (x7 * 1.7132912)) + 0.5263351) / (x10 + 1.7246788)) + ((-0.022438634 / (x3 * x6)) + (x2 * (x8 * -0.019854011)))"
