Complexity,Loss,Equation
1,0.009615456,"0.5847799"
4,0.009057343,"x11 + -0.40520966"
6,0.0013925437,"(x1 * 0.14106701) + 0.4472281"
8,0.0013189404,"(-7.4853315 / (x1 + 6.1952157)) + 1.6368469"
9,0.0010738944,"((x1 + x2) * 0.10306066) + 0.38160408"
11,0.0010457352,"(-0.09043512 / x2) + ((x1 * 0.10607501) + 0.5805169)"
12,0.0010102713,"(((x1 + x2) * 0.10555272) + 0.37121043) / x11"
14,0.00026045248,"((x1 + x10) * 0.10115358) + ((x0 * -0.050728176) + 0.43233016)"
16,0.00024528493,"((x0 * -0.056677848) + 0.43236575) + ((x10 * 0.11383635) + (x1 * 0.093904))"
19,0.00022736772,"(((x0 * -0.055840995) + 0.43897033) * x11) + ((x10 * 0.11111289) + (x1 * 0.09320715))"
21,0.00020837833,"((x10 * 0.107520245) + (x1 * 0.096233755)) + (((x0 * -0.013615521) + 0.10980288) / (x5 + 0.25081947))"
24,0.0002076539,"((((x0 * -0.017927583) + 0.14639188) * x11) / (x5 + 0.33088413)) + ((x10 * 0.106870286) + (x1 * 0.09507614))"
26,0.00020761619,"((x10 * 0.10670386) + ((x1 * 0.08026226) / 0.8446499)) + ((((x0 * -0.018129619) + 0.14835314) * x11) / (x5 + 0.335201))"
27,0.00019404973,"(((x1 * 0.09514461) + (x10 * 0.10569878)) / x11) + (((x0 * -0.01586259) + (x11 * 0.13092037)) / (x5 + 0.29604706))"
