var_1,var_2,var_3,var_4,var_5,var_6,var_7,var_8,var_9,var_10,var_11,var_12,nX,nP,nM,set
0.0,0.8643308,0.7319218,0.8819493,0.0,0.0,0.52230865,0.8231444,0.5102464,0.9963184,0.383757,0.9784634,0.20674554,0.24388838,0.5493661,set_1
0.010164975,0.9019604,0.74081147,0.8866359,0.0,0.0,0.52230865,0.8231444,0.5452501,0.99645215,0.39157608,0.9784634,0.20732877,0.24138342,0.5512878,set_1
0.01741272,0.96183544,0.75521475,0.89403385,0.0,0.0,0.52230865,0.8231444,0.599102,0.9963511,0.4040446,0.9784634,0.20761342,0.23756228,0.5548243,set_1
0.014578518,1.036072,0.77352613,0.9032235,0.0,0.0,0.52230865,0.8231444,0.6637242,0.99636227,0.41970932,0.9784634,0.20716222,0.23296238,0.5598754,set_1
0.013287941,1.0623567,0.78006786,0.90655625,0.0,0.0,0.52230865,0.8231444,0.68661124,0.99626744,0.42544106,0.9784634,0.20698541,0.2312914,0.56172323,set_1
0.0136810895,1.0731444,0.7827816,0.90798455,0.0,0.0,0.52230865,0.8231444,0.6960353,0.99619395,0.44479483,0.9784634,0.20751932,0.22673568,0.56574506,set_1
0.014006333,1.0855083,0.78590494,0.9096313,0.0,0.0,0.52230865,0.8231444,0.7068057,0.99617136,0.44765303,0.9784634,0.20748918,0.22593099,0.5665798,set_1
0.0,2.191031,1.2024994,1.1233342,0.0,0.0,0.49892062,0.8231444,1.69768,0.99653465,0.8683765,0.9784634,0.20209351,0.12915155,0.6687549,set_1
-0.011346236,2.2143338,1.2126175,1.1336422,0.0,0.0,0.49892062,0.8231444,1.7326838,0.996298,0.9172593,0.9784634,0.2022995,0.12202861,0.6756719,set_1
-0.018519366,2.2466087,1.2274338,1.149893,0.0,0.0,0.49892062,0.8231444,1.7865356,0.9962654,0.94536155,0.9784634,0.20294628,0.11680043,0.6802533,set_1
-0.01856896,2.2807178,1.244513,1.1699929,0.0,0.0,0.49892062,0.8231444,1.8511578,0.9964043,0.9798999,0.9784634,0.2043798,0.11064973,0.68497044,set_1
-0.017147856,2.2916887,1.250435,1.1772728,0.0,0.0,0.49892062,0.8231444,1.8740449,0.99637187,0.99234563,0.9784634,0.20500532,0.10850151,0.6864931,set_1
-0.016524108,2.296056,1.252866,1.1802955,0.0,0.0,0.49892062,0.8231444,1.883469,0.9963332,0.99750274,0.9784634,0.20526987,0.1076201,0.68711,set_1
-0.015865149,2.3009481,1.2556444,1.1837683,0.0,0.0,0.49892062,0.8231444,1.8942393,0.9962669,1.0034199,0.9784634,0.2055726,0.10661434,0.6878131,set_1
0.0,1.3319652,0.8014465,0.9127419,0.0,0.0,0.49038136,0.8231444,0.72026867,0.99624836,0.4512569,0.9784634,0.1956987,0.23909865,0.56520265,set_1
-0.0021181765,1.3747977,0.8115973,0.9183164,0.0,0.0,0.49038136,0.8231444,0.7552724,0.9964786,0.46078876,0.9784634,0.19532889,0.23647511,0.568196,set_1
-0.00501668,1.4402457,0.82723504,0.9271024,0.0,0.0,0.49038136,0.8231444,0.8091243,0.9961258,0.47590965,0.9784634,0.19478002,0.23232007,0.57289994,set_1
-0.007649366,1.5178871,0.8460069,0.93799156,0.0,0.0,0.49038136,0.8231444,0.8737465,0.99623704,0.49478522,0.9784634,0.19425248,0.22715174,0.57859576,set_1
-0.008403622,1.5451283,0.8526578,0.9419415,0.0,0.0,0.49038136,0.8231444,0.8966335,0.99651384,0.50166136,0.9784634,0.19410262,0.22527587,0.5806215,set_1
-0.008711119,1.5563082,0.85539824,0.9435825,0.0,0.0,0.49038136,0.8231444,0.90605766,0.99646455,0.5045217,0.9784634,0.19403552,0.22449687,0.5814676,set_1
-0.009072408,1.5690597,0.85853213,0.9454684,0.0,0.0,0.49038136,0.8231444,0.91682804,0.9963449,0.50781155,0.9784634,0.19395675,0.22360186,0.5824414,set_1
0.0,2.3172617,0.96040964,1.0012342,0.0,0.0,0.52940863,0.8231444,1.2089744,0.99614996,0.6289633,0.9784634,0.17195937,0.22215141,0.6058892,set_1
0.008637034,2.358416,0.96987087,1.008882,0.0,0.0,0.52940863,0.8231444,1.243978,0.99662006,0.6422552,0.9784634,0.17233497,0.21874908,0.608916,set_1
0.01796421,2.4212275,0.98459595,1.0208917,0.0,0.0,0.52940863,0.8231444,1.2978299,0.99618185,0.66317844,0.9784634,0.17266655,0.21347508,0.6138584,set_1
0.034587543,2.4932451,1.0020963,1.0360279,0.0,0.0,0.52940863,0.8231444,1.3624521,0.99651355,0.68904513,0.9784634,0.17350562,0.207002,0.61949235,set_1
0.041522533,2.517898,1.0082965,1.0416065,0.0,0.0,0.52940863,0.8231444,1.3853393,0.9963535,0.72500855,0.9784634,0.17439827,0.19988145,0.6257202,set_1
0.044661473,2.5278866,1.0108476,1.0439436,0.0,0.0,0.52940863,0.8231444,1.3947632,0.9962977,0.72904056,0.9784634,0.17456634,0.19892111,0.6265125,set_1
0.04794089,2.5392828,1.0137739,1.0466231,0.0,0.0,0.52940863,0.8231444,1.4055337,0.99627024,0.73367107,0.9784634,0.17474468,0.19782226,0.62743306,set_1
0.0,1.9270207,0.99165314,1.0408556,0.0,0.0,0.5252333,0.8231444,1.3866855,0.9963436,0.7255834,0.9784634,0.201163,0.16574492,0.63309216,set_1
0.005235711,1.9589471,1.0022166,1.049367,0.0,0.0,0.5252333,0.8231444,1.4216893,0.9962787,0.74066156,0.9784634,0.20166236,0.16233683,0.6360008,set_1
0.010793014,2.0067554,1.018579,1.0627869,0.0,0.0,0.5252333,0.8231444,1.4755411,0.99630994,0.76435083,0.9784634,0.20235167,0.15705489,0.64059347,set_1
0.015138277,2.0615828,1.0382683,1.0794199,0.0,0.0,0.5252333,0.8231444,1.5401634,0.99630594,0.7935657,0.9784634,0.20315345,0.1506644,0.6461822,set_1
0.016452242,2.0802429,1.0452275,1.085451,0.0,0.0,0.5252333,0.8231444,1.5630504,0.99636286,0.8041187,0.9784634,0.20345967,0.14839108,0.64814925,set_1
0.01702565,2.0877988,1.048086,1.0879558,0.0,0.0,0.5252333,0.8231444,1.5724745,0.996368,0.80849534,0.9784634,0.20359191,0.1474542,0.64895386,set_1
0.017731342,2.0963385,1.0513461,1.0908338,0.0,0.0,0.5252333,0.8231444,1.5832448,0.9963501,0.8135196,0.9784634,0.2037486,0.14638329,0.6498681,set_1
0.0,0.16770062,0.56366724,0.83327585,0.0,0.0,0.5375986,0.8231444,0.10231855,0.9963559,0.2972625,0.9784634,0.22228761,0.25367558,0.5240368,set_1
0.039264176,0.19444558,0.5697571,0.8368932,0.0,0.0,0.5375986,0.8231444,0.13732225,0.99642247,0.3022601,0.9784634,0.2252215,0.25115874,0.5236197,set_1
0.07167065,0.24269949,0.58144593,0.8426198,0.0,0.0,0.5375986,0.8231444,0.19117412,0.99619824,0.31037092,0.9784634,0.22759657,0.24776536,0.52463806,set_1
0.08130824,0.30754814,0.59803534,0.84975076,0.0,0.0,0.5375986,0.8231444,0.25579634,0.9964375,0.3207792,0.9784634,0.22828119,0.24403408,0.5276847,set_1
0.08205684,0.33120131,0.6041622,0.85233194,0.0,0.0,0.5375986,0.8231444,0.2786834,0.99621964,0.32464218,0.9784634,0.22831273,0.2427097,0.5289775,set_1
0.08221101,0.34098792,0.6067025,0.85340273,0.0,0.0,0.5375986,0.8231444,0.28810748,0.9963214,0.32625967,0.9784634,0.22832322,0.24216115,0.52951556,set_1
0.08222145,0.35221386,0.60962385,0.8546326,0.0,0.0,0.5375986,0.8231444,0.29887784,0.9965285,0.3281274,0.9784634,0.2283275,0.24153185,0.53014064,set_1
0.0,0.6987813,0.79855204,0.86626136,0.0,0.0,0.5063591,0.8231444,0.38907972,0.99612737,0.3584272,0.9784634,0.20870061,0.23998976,0.55130965,set_1
0.0018944559,0.73662114,0.8072542,0.8706147,0.0,0.0,0.5063591,0.8231444,0.4240834,0.99641246,0.36546797,0.9784634,0.20872995,0.23782402,0.55344605,set_1
0.0029979567,0.79529375,0.82086605,0.8774681,0.0,0.0,0.5063591,0.8231444,0.47793528,0.9962834,0.37673894,0.9784634,0.2086316,0.23440284,0.55696553,set_1
-0.0027861833,0.86719686,0.83787584,0.88596195,0.0,0.0,0.5063591,0.8231444,0.54255754,0.9964489,0.39096665,0.9784634,0.20804738,0.23020042,0.5617522,set_1
-0.0054390454,0.8927535,0.8439811,0.8890412,0.0,0.0,0.5063591,0.8231444,0.5654446,0.9965508,0.39618942,0.9784634,0.20780768,0.22867103,0.5635213,set_1
-0.0060887127,0.90317243,0.84646666,0.8903191,0.0,0.0,0.5063591,0.8231444,0.5748687,0.99644023,0.3983679,0.9784634,0.20773467,0.22802879,0.5642365,set_1
-0.0064702868,0.9149951,0.8492836,0.8917868,0.0,0.0,0.5063591,0.8231444,0.58563906,0.996254,0.40087757,0.9784634,0.20767492,0.22728595,0.5650391,set_1
0.0,1.8771199,1.0996878,1.0800928,0.0,0.0,0.5457262,0.8231444,1.5442022,0.9963181,0.79542017,0.9784634,0.20945922,0.13889208,0.6516487,set_1
-0.0095765395,1.9051042,1.1106734,1.0892143,0.0,0.0,0.5457262,0.8231444,1.5792059,0.99636,0.8116327,0.9784634,0.20931746,0.13547543,0.6552071,set_1
-0.016300568,1.9451427,1.1269532,1.1035719,0.0,0.0,0.5457262,0.8231444,1.6330577,0.9963499,0.83706737,0.9784634,0.20967183,0.13026439,0.66006374,set_1
-0.009913503,1.9876986,1.1458037,1.1217942,0.0,0.0,0.5457262,0.8231444,1.69768,0.99653465,0.8683765,0.9784634,0.21111687,0.124103084,0.6647801,set_1
-0.008916605,2.001974,1.152593,1.1284711,0.0,0.0,0.5457262,0.8231444,1.7205671,0.99637586,0.91102153,0.9784634,0.21181813,0.11835443,0.66982746,set_1
-0.008584853,2.0077317,1.1553843,1.1312395,0.0,0.0,0.5457262,0.8231444,1.7299911,0.9963132,0.9158705,0.9784634,0.21200559,0.11746324,0.6705312,set_1
-0.008217995,2.0142176,1.1585699,1.1344187,0.0,0.0,0.5457262,0.8231444,1.7407615,0.99626184,0.92143524,0.9784634,0.21222447,0.11644584,0.6713297,set_1
0.0,1.3172394,0.81316286,0.9326065,0.0,0.0,0.5421052,0.8231444,0.84412795,0.99675214,0.48603502,0.9784634,0.20104782,0.22384898,0.5751032,set_1
0.004287644,1.3573878,0.82329506,0.9384627,0.0,0.0,0.5421052,0.8231444,0.87913173,0.9963326,0.49639413,0.9784634,0.20115478,0.22097583,0.57786936,set_1
0.0064564017,1.419594,0.83925396,0.94770724,0.0,0.0,0.5421052,0.8231444,0.9329836,0.99616724,0.51278776,0.9784634,0.20106496,0.21650925,0.5824258,set_1
0.005377995,1.4940146,0.858726,0.95917684,0.0,0.0,0.5421052,0.8231444,0.9976058,0.9964601,0.5331904,0.9784634,0.20078358,0.21103348,0.588183,set_1
0.006917843,1.5199178,0.86567247,0.96345234,0.0,0.0,0.5421052,0.8231444,1.0204928,0.99666417,0.54060745,0.9784634,0.20081533,0.20905404,0.5901306,set_1
0.00794918,1.5305483,0.86857903,0.96527714,0.0,0.0,0.5421052,0.8231444,1.0299169,0.9965816,0.5647684,0.9784634,0.20138803,0.20401298,0.59459907,set_1
0.008254832,1.5427591,0.8719069,0.96733814,0.0,0.0,0.5421052,0.8231444,1.0406873,0.99642026,0.5684501,0.9784634,0.20136246,0.2030701,0.59556746,set_1
0.0,0.40552947,0.6014834,0.84684545,0.0,0.0,0.54916394,0.8231444,0.22348525,0.99635047,0.31548294,0.9784634,0.21439101,0.259012,0.52659696,set_1
0.030434523,0.4360374,0.6084078,0.8507014,0.0,0.0,0.54916394,0.8231444,0.25848895,0.9963968,0.3212289,0.9784634,0.21657437,0.2564771,0.5269485,set_1
0.05226237,0.48913884,0.6210415,0.85676634,0.0,0.0,0.54916394,0.8231444,0.3123408,0.99643546,0.33049092,0.9784634,0.21807371,0.25298238,0.52894384,set_1
0.06318828,0.5587081,0.6383558,0.8646252,0.0,0.0,0.54916394,0.8231444,0.37696305,0.99630064,0.35604241,0.9784634,0.21915023,0.24559481,0.5352549,set_1
0.064110786,0.58417207,0.6447823,0.8674822,0.0,0.0,0.54916394,0.8231444,0.39985007,0.9962041,0.36056963,0.9784634,0.21911238,0.2441941,0.53669345,set_1
0.064173505,0.59471846,0.6474534,0.8686659,0.0,0.0,0.54916394,0.8231444,0.4092742,0.9964628,0.36246172,0.9784634,0.21908894,0.24361518,0.5372959,set_1
0.06406091,0.60681015,0.6505228,0.870025,0.0,0.0,0.54916394,0.8231444,0.42004454,0.99647087,0.36464408,0.9784634,0.2190363,0.24294932,0.53801435,set_1
0.0,1.120124,0.76907676,0.9068997,0.0,0.0,0.4978133,0.8231444,0.6785335,0.9963363,0.4234071,0.9784634,0.20408124,0.23549788,0.56042093,set_1
0.0046606436,1.1517441,0.7768603,0.91117704,0.0,0.0,0.4978133,0.8231444,0.7068057,0.99617136,0.44765303,0.9784634,0.20483954,0.22942525,0.5657352,set_1
