Complexity,Loss,Equation
1,0.023536207,"0.29821244"
4,0.009236639,"x10 + -0.71685994"
6,0.0006014873,"(-0.74404705 / x4) + 0.47392577"
8,0.0005318086,"(-0.9415523 / (x4 + 0.3925372)) + 0.49062797"
9,0.0002160019,"((x2 * -0.65156835) / x4) + 0.46086803"
11,0.00020136082,"(((x2 * -0.54801875) + -0.120710015) / x4) + 0.4635247"
14,0.00014430535,"((x2 * -0.7060073) / x4) + ((x1 * 0.027964646) + 0.44907454)"
16,9.876286e-5,"((x3 * 0.19273323) + 0.295835) + (((x2 * -1.1550753) + 0.44978786) / x4)"
18,9.5876545e-5,"(((x2 * -1.1700052) + 0.5047329) / (x4 + -0.07377716)) + ((x3 * 0.19503015) + 0.29014522)"
19,9.1414244e-5,"((x2 * (x3 * 0.06388364)) + 0.40956938) + (((x2 * -1.267783) + 0.61678565) / x4)"
21,8.8248555e-5,"(((x2 * -1.2772948) + 0.5820142) / (x4 + 0.08474398)) + (((x2 * 0.0654711) * x3) + 0.4122806)"
22,8.133565e-5,"((x9 * 0.07855471) * (x2 + -0.6767972)) + ((((x2 * x2) * -0.6556305) / x4) + 0.44625187)"
23,7.723588e-5,"(((x2 * x2) * -0.65843993) / x4) + (((x2 * 0.0299055) * (x9 * x2)) + 0.44324318)"
25,7.614004e-5,"((((x2 * x2) * -0.64987737) / x4) + 0.44459122) + ((x9 * (x2 + -0.30873558)) * (x2 * 0.036404297))"
27,7.519841e-5,"(((x2 + -0.3419051) * (x9 + 0.17658994)) * (x2 * 0.034202494)) + (((x2 * (x2 * -0.64929247)) / x4) + 0.44368327)"
28,7.2494586e-5,"((x4 * -0.00046947374) + 0.45050308) + ((((x2 * x2) * -0.66803163) / x4) + ((x2 * 0.029650502) * (x9 * x2)))"
