Complexity,Loss,Equation
1,0.021701677,"0.52960676"
4,0.00960322,"x2 * 0.52313936"
6,0.0021751248,"(x1 * 0.2193885) + 0.31531915"
8,0.0019018778,"(-7.9039054 / (x1 + 4.9226027)) + 1.8844825"
9,0.0016601153,"((x2 + x1) * 0.16158514) + 0.21182567"
11,0.001491203,"((x1 * 0.17616218) + (-0.1198554 / x2)) + 0.48955637"
12,0.0014134378,"(((x1 + x2) * 0.16258025) + 0.20386972) / x11"
14,0.0013469376,"(x7 * 0.248504) + ((x1 * 0.16298771) + (x2 * 0.18420872))"
15,0.0012488213,"(((x2 + x1) * 0.16339763) + 0.19614682) / (x11 * x11)"
16,0.0010844873,"((x2 * 0.21816555) + -2.3759687) + (((x1 * 0.15228595) + 2.5071194) / x11)"
17,0.0010446974,"(((x2 * 0.23942657) + x4) * x7) + ((x1 * 0.15700796) + 0.18798977)"
18,0.0010200863,"((x2 * (x4 + 0.587035)) / (x6 + x2)) + (x1 * 0.17980117)"
19,0.00095717626,"(((x1 * 0.20206398) + 0.23291348) * x7) + (((x4 * 0.56777453) + 0.19465156) * x2)"
20,0.0009447096,"(x1 * 0.16648695) + (((x4 + 0.68374807) * (x2 + -0.09942601)) / (x6 + x2))"
22,0.0008768443,"(((x4 + 0.35985112) * x2) / (x6 + 1.1472869)) + ((x1 * 0.1610592) + (x7 * 0.22342914))"
23,0.000770956,"(x1 * 0.18558364) + (((x2 + (x8 * -0.08710963)) * (x4 + 0.63505745)) / (x6 + x2))"
25,0.0007547866,"(x1 * 0.19204275) + ((((x8 * 0.3214621) + (x2 * 0.38900203)) * (x4 + 0.79897785)) / (x8 + x6))"
26,0.0007527439,"((((x8 * -0.08341005) + x2) * (x4 + 0.6353007)) / (x2 + x6)) + ((x11 * x1) * 0.18618757)"
28,0.0007420896,"((((x8 * -0.082442254) + x2) * (x4 + 0.63517076)) / (x6 + x2)) + (((x0 * -0.012523572) + x1) * 0.18580256)"
29,0.00073459983,"((((x8 * -0.08298928) + (x2 * x9)) * (x4 + 0.6351038)) / (x6 + x2)) + (x1 * (x11 * 0.18644385))"
