Complexity,Loss,Equation
1,0.009893779,"0.16531418"
4,0.0065642996,"0.16112462 / x2"
6,0.0036263727,"0.175318 / (x10 + 0.4650848)"
7,0.0031685042,"0.25832903 / (x2 + x10)"
9,0.003134247,"(0.2762053 / (x2 + x10)) + -0.014043591"
10,0.003072503,"(x4 + 0.25291005) / (x2 + x10)"
11,0.002099402,"((x8 * -0.081360415) + 0.26076606) / (x10 + 0.53487134)"
13,0.0020539796,"(((x8 * -0.06812142) + 0.18967173) / (x10 + 0.3744714)) + 0.029154373"
14,0.0017659814,"(((x8 * -0.093452185) + 0.2632379) * x3) / (x10 + 0.3608008)"
16,0.0016492392,"(((x8 * -0.09427141) + (x1 * 0.060746033)) + 0.16529132) / (x10 + 0.28257576)"
18,0.0016191766,"(((x8 * -0.072965935) + 0.17690164) / (x10 + 0.38096434)) + ((x5 + 0.006020266) * 5.92182)"
19,0.001545558,"(((x1 * 0.058896985) + x5) + ((x8 * -0.096755095) + 0.17140521)) / (x10 + 0.3089728)"
21,0.0014489719,"((((x1 * 0.013946603) + x5) * 3.7310557) + ((x8 * -0.10615673) + 0.20006244)) / (x10 + 0.41585642)"
24,0.0014300012,"((((x8 * -0.1341899) + (x1 * 0.06858282)) * x7) + ((x5 * 4.506273) + 0.18607596)) / (x10 + 0.3892886)"
27,0.0013304637,"((((x5 * 4.509191) + 0.15662244) * x3) + (((x8 * -0.12532324) + (x2 * 0.12228557)) * x7)) / (x10 + 0.33127972)"
29,0.0013178341,"((((x8 * -0.18757224) + (x2 * 0.17735338)) * (x3 + -0.3242377)) + (((x5 * 4.5049424) + 0.16803811) * x3)) / (x10 + 0.34787497)"
30,0.0012824843,"((((x8 * -0.11950951) + (x2 * 0.10876653)) * x7) + (((x5 * 4.1818104) + 0.15890919) * (x3 + x4))) / (x10 + 0.3161554)"
