Complexity,Loss,Equation
1,0.01747459,"0.5606989"
4,0.009818531,"x2 * 0.5442291"
6,0.0013138335,"(x1 * 0.20107993) + 0.3657806"
8,0.001135256,"(-8.278808 / (x1 + 5.350234)) + 1.8834226"
11,0.0010852438,"(x1 * 0.1956668) + ((x5 * -6.6365685) + 0.3779809)"
13,0.00080627203,"(-0.03361219 / (x10 + 0.2868895)) + ((x1 * 0.16865702) + 0.44411823)"
16,0.00079170347,"(((x1 * x9) * 0.16988032) + 0.44262943) + (-0.033737876 / (x10 + 0.2943391))"
17,0.0007498013,"(((x6 * -0.17315558) / x2) + 0.5178225) + ((x1 + x4) * 0.17162909)"
18,0.00013137967,"(((x0 * -0.1899548) + -1.1950239) / (x10 + 2.4077184)) + ((x1 * 0.14188813) + 0.8337512)"
27,0.00012815745,"((((x0 * -0.14167982) + -0.6910586) * (x5 + x11)) / (x10 + 1.8071448)) + (((x9 * 0.14964701) * x1) + 0.71428597)"
