Complexity,Loss,Equation
1,0.0073910975,"0.59667325"
4,0.006537761,"x4 + 0.5789705"
6,0.0010192501,"(x1 * 0.12256498) + 0.47109795"
8,0.00093930005,"(-4.8985133 / (x1 + 5.2576475)) + 1.3846519"
9,0.0008657274,"((x1 * 0.12367525) + 0.46391502) / x11"
11,0.00082275545,"(((x1 * 0.12550938) + 0.9962092) / x11) + -0.53995615"
12,0.000768023,"(((x4 + x1) * 0.12266122) + 0.46280587) / x11"
13,0.0006909264,"((x1 * 0.08837637) + 0.5780259) + (-0.07917893 / (x10 + 0.62539375))"
14,0.00055191095,"(((x1 + x10) * 0.5280566) / (x0 + 6.3479667)) + 0.46407673"
15,0.00045032438,"((x1 + (x10 * x7)) / (x0 + 10.671394)) + 0.4609938"
17,0.00034308058,"((x10 + x1) / (x0 + 11.1788)) + ((x6 * -0.12497617) + 0.53791994)"
19,0.00022440545,"((x6 * -0.106186576) + 0.5275231) + (((x1 + x10) * 0.67027193) / (x0 + 7.4808745))"
21,0.00018106065,"(((x10 * 0.6611622) + (x1 * 0.4051735)) / (x0 + 5.5288177)) + ((x6 * -0.11413192) + 0.5327916)"
24,0.00017911103,"(((x1 * 0.40454224) + (x10 * 0.6590896)) / (x0 + 5.5180655)) + (((x11 * -0.11031303) * x6) + 0.5295592)"
26,0.00017287693,"((((x1 * 0.29151034) + (x10 * 0.38365582)) * (x4 + 1.5680832)) / (x0 + 5.737819)) + ((x6 * -0.119243115) + 0.5365255)"
27,0.00016353831,"((((x1 * 0.64239395) * x3) + (x10 * 0.904006)) / (x0 + 7.8225274)) + ((x3 * (x6 * -0.13060306)) + 0.53017545)"
