Complexity,Loss,Equation
1,0.005726165,"0.57878137"
3,0.0057261647,"0.76079696 * 0.76079696"
4,0.0055236677,"x11 + -0.41119355"
6,0.0016955831,"(x1 * 0.09854739) + 0.48274162"
8,0.0016955829,"((x1 * 0.12605985) + 0.6172692) / 1.2787822"
9,0.0015042798,"((x1 * 0.10069831) / x3) + 0.47501606"
11,0.00094166957,"(((x0 * -0.009641493) + 0.10540644) * x1) + 0.4843437"
12,0.0006017944,"(((x0 * -0.10958836) + x3) * 0.49510857) / x7"
14,0.0005165081,"(((x0 * -0.04865811) + (x3 * 0.4378655)) / x7) + 0.06873273"
16,0.00042613057,"((x0 * -0.071491376) + (x3 * 0.63056743)) + ((0.33564916 / x7) + -0.42242438)"
19,0.00038377737,"((-0.079570904 / x2) + (0.20107125 / x7)) + ((x0 * -0.057355296) + (x3 * 0.4601177))"
21,0.00036949772,"(((x2 * 0.033202767) + 0.041463766) / (x7 + -0.25733843)) + ((x3 * 0.48848805) + (x0 * -0.060517266))"
22,0.0003081796,"((x3 * 0.39001784) + (x2 * (x0 * -0.06333105))) + (((x10 * 0.055754155) + 0.14895208) / x7)"
24,0.00028742017,"(((x2 + 1.1966237) * 0.026992606) / (x7 + -0.32076845)) + (((x0 * -0.044889674) * x2) + (x3 * 0.50057375))"
25,0.00028705737,"(((x2 + x9) * 0.028628726) / (x7 + -0.32411882)) + ((x2 * (x0 * -0.045350127)) + (x3 * 0.50487936))"
27,0.00028372498,"((((x2 + 1.212689) * x9) * 0.026860103) / (x7 + -0.32234743)) + ((x2 * (x0 * -0.044889785)) + (x3 * 0.4999054))"
29,0.00028363988,"((((x2 * 0.94776803) + 1.1458025) * (x9 * 0.02796309)) / (x7 + -0.32526407)) + (((x2 * x0) * -0.04497167) + (x3 * 0.5010922))"
30,0.00028174222,"((((x2 + 1.1330621) * 0.028441168) * x9) / (x7 + -0.31299585)) + (((x9 * x2) * (x0 * -0.044677578)) + (x3 * 0.50082254))"
