Complexity,Loss,Equation
1,0.012859212,"0.54710066"
4,0.011111209,"x2 * 0.5547092"
6,0.0025301175,"(x1 * 0.17624912) + 0.38396424"
8,0.0025301173,"((x1 + -0.02487152) * 0.17624451) + 0.38835272"
9,0.00248724,"((x1 * 0.17677613) + 0.3841985) * x9"
11,0.0016554217,"(((x0 * -0.00992591) + 0.18978062) * x1) + 0.38192198"
14,0.00014108045,"((x0 * -0.069253586) + 0.365339) + ((x10 + x1) * 0.12845802)"
16,0.00013937824,"((x1 * 0.12590843) + (x10 * 0.13231228)) + ((x0 * -0.070978105) + 0.36551458)"
17,0.00013025414,"((x0 * -0.06914412) + 0.36464506) + (((x1 + x10) * 0.12728882) / x11)"
19,0.00012953689,"(((x1 * 0.12566835) + (x10 * 0.12973057)) / x11) + ((x0 * -0.070246935) + 0.36476204)"
20,0.00012836805,"((x0 * -0.06928975) + 0.36480358) + (((x10 + x1) * 0.12746747) / (x11 + x5))"
22,0.0001280379,"((x0 * -0.0700385) + 0.36488363) + (((x10 * 0.12912624) + (x1 * 0.12636583)) / (x11 + x5))"
23,0.00012328119,"(((x0 * -0.069174446) + 0.3611018) + ((x10 + (x1 * x11)) * 0.12841316)) / (x11 + x5)"
25,0.00012324461,"(((x0 * -0.06942437) + 0.3611259) + (((x11 * 0.12803923) * x1) + (x10 * 0.1289715))) / (x11 + x5)"
27,0.00012183738,"(((x1 * (x11 * 0.067071974)) + (x10 * 0.07154858)) / (x11 + -0.4580441)) + (((x0 * -0.07126041) * x9) + 0.3645719)"
30,0.00012069303,"((((x1 * 0.055507783) * (x11 * x11)) + (x10 * 0.05807675)) / (x11 + -0.55594325)) + (((x0 * -0.07097742) * x9) + 0.36455822)"
