Complexity,Loss,Equation
1,0.008040923,"0.26957312"
4,0.006612756,"0.24544667 / x2"
6,0.0025433563,"(x1 * -0.11494537) + 0.38881323"
8,0.002543356,"((x1 * -0.102321535) / 0.8901754) + 0.38881323"
9,0.002305144,"((x1 * -0.119511835) / x3) + 0.39780092"
11,0.0008332653,"(x8 * 0.10135987) + ((x1 * -0.16374375) + 0.3378686)"
13,0.00081598177,"((x1 * -0.16553563) + 0.8377) + (-1.5237112 / (x8 + 2.9082415))"
16,0.00053660345,"(((x8 * 0.35082436) + (x1 * -0.5546521)) / (x0 + 3.1965017)) + 0.333817"
19,0.0005294133,"((((x8 * x11) * 0.341978) + (x1 * -0.5352925)) / (x0 + 3.0737727)) + 0.3338605"
21,0.00048775662,"(((x1 * -0.60668474) + (x8 * 0.3852486)) / (x0 + 3.5372138)) + ((x5 + -0.16255914) * -2.0663984)"
23,0.00048775657,"(((x5 * -0.28729537) / 0.13931729) + 0.33590314) + (((x1 * -0.60670036) + (x8 * 0.38526794)) / (x0 + 3.5371668))"
24,0.00043352915,"(((x1 * -0.26196682) + (x8 * 0.15825632)) / (x0 + 1.5249869)) + (((x10 * x4) * -0.11730441) + 0.3398605)"
25,0.0004195968,"(((x1 * -0.16848427) + (x8 * 0.10089511)) / (x11 + x0)) + (((x4 * x8) / -2.6460395) + 0.33997628)"
27,0.00040145355,"(((x8 * 0.11845695) + (x1 * -0.19987604)) / (x0 + 1.1709849)) + (((x8 * -0.37698466) * x4) + (x11 * 0.34522706))"
28,0.0003838613,"(((x8 * 0.10105568) + (x1 * -0.1683683)) / (x0 + x11)) + (((x1 * -0.25252354) * (x4 * x8)) + 0.339681)"
30,0.0003661867,"((x11 * 0.34442607) + ((x4 * x8) * (x1 * -0.26118276))) + (((x8 * 0.10469168) + (x1 * -0.17586094)) / (x0 + 1.0331671))"
