Complexity,Loss,Equation
1,0.009981283,"0.2686786"
4,0.008023417,"0.24509402 / x2"
6,0.003764451,"(x1 * -0.122012705) + 0.3949712"
9,0.0026102762,"((x1 * -0.13346295) / x3) + 0.41200957"
10,0.002160081,"(x3 * 0.45295644) / (x1 + x7)"
11,0.0012108634,"((x0 * 0.020462554) + 0.38331154) + (x1 * -0.12799175)"
14,0.0008474842,"((x1 * -0.13767089) + 0.37294924) + ((x8 + x0) * 0.020397723)"
16,0.00043951056,"((x0 * 0.01602078) + 0.34875032) + ((x8 * 0.072756134) + (x1 * -0.16129053))"
18,0.0004395105,"((x0 * 0.016020628) + 0.3487514) + (((x1 * -0.21548332) + (x8 * 0.0972035)) / 1.3359736)"
19,0.0003842642,"((x1 * -0.16774634) + (x8 * 0.07803677)) + (((x1 * x0) * 0.014109281) + 0.34965625)"
22,0.00035223906,"((x8 * 0.078056596) + (x1 * -0.16876514)) + ((x11 * 0.35432187) + ((x1 * 0.014047535) * x0))"
24,0.00035223903,"(((x8 * 0.032447126) / 0.41570097) + (x1 * -0.16876857)) + ((x1 * (x0 * 0.014048011)) + (x11 * 0.35432804))"
25,0.000329489,"(((x0 * 0.008705122) * (x8 * x1)) + (x11 * 0.35595825)) + ((x8 * 0.074113525) + (x1 * -0.16529468))"
28,0.00032367813,"(((x0 * 0.008699726) * (x8 * x1)) + (x11 * 0.35560355)) + (((x1 * -0.16480014) / x9) + (x8 * 0.074080124))"
