Complexity,Loss,Equation
1,0.012250347,"0.58754945"
4,0.010084716,"x4 + 0.5689452"
6,0.0018150571,"(x1 * 0.16579011) + 0.42672527"
9,0.0009230506,"(x1 + 1.7075614) / (x8 + 3.5670903)"
11,0.0005982869,"((x1 + 1.0185748) / (x8 + 3.7220216)) + 0.16928825"
12,0.00059128564,"((x1 + x9) / (x8 + 3.727637)) + 0.17406014"
14,0.0005042375,"(x3 * 0.06382114) + ((x1 + 1.5287938) / (x8 + 3.7282674))"
16,0.00048059004,"((x1 + 1.3028172) / (x8 + 3.7586212)) + ((x3 * 0.04838274) + 0.06640641)"
17,0.00045025235,"((x1 + 1.4371237) / (x8 + 3.4938107)) + ((x3 * 0.03749994) / x6)"
18,0.00036346485,"((x1 * 0.18004154) + 0.35315937) + (((x8 * -0.04600535) + 0.08205132) * (x10 + 0.98894256))"
19,0.00032224722,"(((x8 * -0.052446067) + 0.09260021) * (x10 + x7)) + ((x1 * 0.17746635) + 0.35917822)"
21,0.00028500226,"((((x8 * -0.04273622) + 0.07654691) * (x10 + 1.122715)) + ((x1 * 0.18359688) + 0.3431313)) / x11"
