Complexity,Loss,Equation
1,0.004306529,"0.17050241"
4,0.001784232,"0.15638505 / x2"
6,0.00024057389,"0.2727152 / (x10 + 1.0052515)"
7,0.0002329205,"0.26920295 / (x10 + x11)"
8,0.00022485586,"(0.35771948 / (x10 + 1.2219275)) + -0.024397315"
9,0.00021567207,"x5 + (0.26918676 / (x10 + 1.0053841))"
10,0.00021155097,"(x5 + 0.26645085) / (x10 + x11)"
11,0.00011657829,"((x8 * -0.035286844) + 0.31486264) / (x10 + 1.0575566)"
12,0.00011569228,"((x8 * -0.03222948) + 0.29767996) / (x10 + x11)"
13,0.00010840211,"(((x8 * -0.03845915) + 0.38020232) / (x10 + 1.2206948)) + -0.017490705"
14,8.725311e-5,"x5 + (((x8 * -0.03601154) + 0.31245002) / (x10 + 1.0606825))"
16,7.823738e-5,"((x5 * 2.5352037) + ((x8 * -0.03664544) + 0.31394878)) / (x10 + 1.080393)"
17,6.7173016e-5,"(0.3498254 / (x10 + 1.2151772)) + ((x5 + (x8 * -0.022584695)) / x3)"
19,6.381376e-5,"((x5 + 0.35972393) / (x10 + 1.2550291)) + (((x0 * 0.0016462051) + -0.02537291) * x8)"
21,4.9920127e-5,"(((x0 * 0.0016849182) + -0.025731947) * x8) + (((x5 * 2.6834772) + 0.36141807) / (x10 + 1.2800112))"
23,4.8940212e-5,"(((x0 * 0.0015421907) + -0.023933778) * (x8 + 0.365428)) + (((x5 * 2.5741978) + 0.3811296) / (x10 + 1.3133328))"
27,4.708536e-5,"(((x6 * (x7 * 0.117229246)) + ((x8 * x2) * -0.039813966)) + ((x5 * 2.2695296) + 0.28146058)) / (x10 + 1.2030083)"
29,4.7070916e-5,"((((x5 * 1.953388) + 0.24279328) * 1.1535698) + (((x2 * -0.03950347) * x8) + ((x6 * x7) * 0.11718766))) / (x10 + 1.1971242)"
30,4.67923e-5,"((((x2 * x8) * -0.039221123) + (x6 * (x7 * 0.11786623))) + (((x7 * 2.7605085) * x5) + 0.27903572)) / (x10 + 1.1936507)"
