Complexity,Loss,Equation
1,0.01523745,"0.43335098"
4,0.00942328,"0.4364044 / x10"
6,0.0022250211,"(0.12548518 / x4) + 0.3607368"
8,0.00077973795,"(0.36631304 / (x4 + 0.6136136)) + 0.32454658"
11,0.0006394083,"(x10 * 0.28127939) + (0.576563 / (x4 + 0.8844956))"
13,0.00019118925,"((x4 * 0.0059822747) + 0.20876494) + (0.82927823 / (x4 + 1.3422742))"
14,0.00016758595,"((x4 * 0.0058500823) + 0.21522631) + (0.7386851 / (x3 + x4))"
16,7.626454e-5,"(((x4 * -0.000414204) + 0.023249337) * x4) + (1.8597199 / (2.3491063 + x4))"
18,7.6244076e-5,"(1.8932885 / (x4 + 2.377803)) + (((x4 * -0.00042178493) + 0.02351515) * (x4 + -0.22672509))"
19,7.271694e-5,"(((x4 * -0.00037995705) + 0.021952923) * (x4 + x10)) + (1.728276 / (x4 + 2.2233114))"
24,6.743109e-5,"(((x4 * -0.00043280984) + 0.023740752) * x4) + ((((x4 * -0.012375976) * x2) + 1.9423335) / (x4 + 2.4651968))"
26,6.7391e-5,"(((x4 * -0.00043214657) + 0.023714589) * (x4 + 0.025063394)) + (((x4 * (x2 * -0.012560487)) + 1.9405487) / (x4 + 2.4648216))"
27,5.9662587e-5,"((((x2 * -0.0014708716) * (x4 * x4)) + 1.8589227) / (x4 + 2.3505132)) + (((x4 * -0.00045561942) + 0.02466612) * x4)"
29,5.965632e-5,"(((x4 * -0.00045445518) + 0.024627449) * (x4 + 0.025063394)) + ((((x4 * x2) * (x4 * -0.0014713726)) + 1.8559136) / (x4 + 2.3485558))"
