Complexity,Loss,Equation
1,0.011004533,"0.16975138"
4,0.00742413,"0.16543263 / x2"
6,0.0042618094,"0.17840065 / (x10 + 0.45683205)"
7,0.0036997148,"0.26631024 / (x2 + x10)"
9,0.0036434,"(0.2893377 / (x2 + x10)) + -0.018067136"
10,0.0029918302,"(x1 * 0.059795145) / (x8 * x10)"
11,0.0024450524,"((x8 * -0.088843524) + 0.2726494) / (x10 + 0.5348906)"
12,0.0020425145,"((x1 * 0.047625802) / (x8 * x10)) + 0.049747206"
14,0.0019351579,"(((x1 * 0.04450549) + 0.00095063227) / (x8 * x10)) + 0.05238728"
16,0.0018917297,"((x1 * 0.06511012) + ((x8 * -0.10093466) + 0.1684043)) / (x10 + 0.27257612)"
17,0.0015855725,"((x1 * 0.041255776) / (x10 * x8)) + ((x8 * -0.04800867) + 0.11367197)"
19,0.001556074,"((x8 * -0.04502055) + 0.11111781) + (((x1 * 0.039968766) + 0.0005129933) / (x8 * x10))"
20,0.0015055316,"(((x1 * 0.040089127) / (x8 * x10)) + 0.11644265) + ((x8 * -0.049985103) + x5)"
22,0.001399988,"(((x1 * 0.036510475) / (x10 * x8)) + 0.124942526) + ((x5 * 4.0671563) + (x8 * -0.05604767))"
24,0.0013634954,"(((x8 * -0.04833538) + 0.11949373) / (x10 + 0.19550236)) + ((x5 / 0.16917638) + ((x1 * 0.040958878) / x8))"
25,0.0013203006,"(((x5 * x10) * 7.711858) + (x8 * -0.05324008)) + (((x1 * 0.03996696) / (x8 * x10)) + 0.11568256)"
28,0.0013155094,"(((x1 * 0.03986527) / (x8 * x10)) + 0.115986004) + (((x10 * x5) * (x6 * 12.666488)) + (x8 * -0.053517785))"
30,0.0013117049,"(((x1 * 0.03986356) / (x8 * x10)) + 0.11635388) + (((x9 * -0.053692997) * x8) + ((x5 * 1.1324731) * (x10 * 6.790238)))"
