Complexity,Loss,Equation
1,0.010247697,"0.22157124"
4,0.010017071,"0.14493617 / x6"
6,0.008092679,"(x1 * -0.07718815) + 0.3060485"
9,0.00603983,"((x1 * -0.1360695) + 0.3792826) * x2"
11,0.0045634126,"((x8 * 0.15371141) + (x1 * -0.1651432)) + 0.24902275"
12,0.004325891,"(((x1 * -0.082541175) + 0.24735942) * x2) / x6"
14,0.0036920547,"(x8 * 0.11586646) + (((x1 * -0.16133626) + 0.29888415) * x2)"
16,0.0036465735,"(((x1 * -0.17087236) + 0.33782756) * x2) + ((x8 * 0.120476715) + -0.033956442)"
17,0.0031984835,"(x8 * 0.09532797) + ((((x1 * -0.10713834) + 0.21131392) * x2) / x6)"
19,0.0030625649,"(x8 * 0.08702605) + ((((x1 * -0.13985701) + 0.28314182) * (x2 + -0.21376581)) / x6)"
21,0.0029031201,"((x8 * 0.092695534) + -0.09319867) + ((((x1 * -0.20372932) + 0.49633932) * x2) / (x6 + 0.4701049))"
22,0.0027560838,"((x3 * -0.093583606) + (x8 * 0.11844794)) + ((((x1 * -0.1151726) + 0.26480418) * x2) / x6)"
24,0.002655596,"((x8 * 0.117059015) + (x3 * -0.10147686)) + ((((x1 * -0.15531652) + 0.36497134) * x2) / (x6 + 0.21782863))"
25,0.002496319,"((-0.13868357 * (x7 * x3)) + (x8 * 0.11414038)) + ((((x1 * -0.11715739) + 0.27665034) * x2) / x6)"
27,0.0024701282,"((x7 * (x3 * -0.1305968)) + (x8 * 0.11051374)) + ((((x1 * -0.12971161) + 0.30363145) * (x2 + -0.08499655)) / x6)"
29,0.002465342,"(((x2 * 0.18312588) / x6) + ((x6 * 0.14256932) * x8)) + ((x9 * (x1 + x3)) * (x1 * -0.05604835))"
30,0.0024582401,"((x8 * 0.10991659) + ((x3 * x9) * (x7 * -0.12823234))) + ((((x1 * -0.13159636) + 0.30706224) * (x2 + -0.09591607)) / x6)"
