Complexity,Loss,Equation
1,0.0007537307,"0.22824278"
4,0.0005911211,"0.22605455 / x10"
6,0.000115764575,"(x2 * 0.06891853) + 0.17083205"
8,0.00011576455,"((x2 * 0.090329245) + 0.2238868) / 1.3106055"
9,0.00011502535,"((x2 * 0.046545286) + 0.115251765) / x8"
11,9.1295886e-5,"(((x4 * -0.0013952376) + 0.07294536) * x2) + 0.174801"
14,6.769014e-5,"((x4 * -0.0012888821) + 0.09873423) + ((x2 + x10) * 0.075952746)"
15,3.1730062e-5,"((x2 + x10) * 0.1344921) + ((x4 * x1) * -0.004356363)"
16,1.3459575e-5,"((x2 * 0.16068047) + 0.16291758) + (((x4 + 8.524115) * x1) * -0.0055411113)"
18,1.3121296e-5,"((x2 * 0.16370137) + 0.1597227) + (((x4 + 8.523004) * (x1 + -0.019237358)) * -0.0056362455)"
19,7.2464068e-6,"(0.1385154 / (x9 + 0.8569169)) + ((x4 * (x9 * -0.0044390364)) + (x2 * 0.19223918))"
21,7.2464063e-6,"(0.13848534 / (x9 + 0.85672325)) + ((x2 * 0.19224711) + ((x4 * -0.66137207) * (x9 * 0.006711931)))"
22,7.24638e-6,"((x0 + 0.13856722) / (x9 + 0.8572494)) + ((x2 * 0.19222562) + ((x9 * x4) * -0.0044389283))"
24,6.576874e-6,"((((x2 * 0.33936995) * x3) + 0.28240523) + ((x9 * (x4 + 10.570285)) * -0.0084091965)) / (x3 + 0.99359244)"
25,6.144854e-6,"(((x4 + 10.570278) * (x9 * -0.008291085)) + (((x2 * 0.3392542) * x3) + 0.28148264)) / (x11 + x3)"
26,6.0139187e-6,"((((x4 + 10.570238) * (x9 + 0.007519377)) * -0.008149664) + (((x3 * 0.3356561) * x2) + 0.282408)) / (x3 + 0.99458027)"
