Complexity,Loss,Equation
1,0.008553714,"0.5762839"
4,0.00774081,"x4 + 0.56463414"
6,0.0012523759,"(x1 * 0.13607132) + 0.44654664"
8,0.0011816089,"(-6.872979 / (x1 + 6.034595)) + 1.5675037"
9,0.00071769237,"((x1 + x2) * 0.10006721) + 0.3806423"
11,0.00069762225,"((x1 * 0.08995951) + (x2 * 0.12288661)) + 0.36742216"
13,0.00066071225,"(-2.8116605 / (x1 + 4.512676)) + ((x2 * 0.12006156) + 0.9770118)"
14,0.00064916187,"((x1 * 0.08407756) + ((x2 * 0.14426479) + 0.34625602)) / x11"
16,0.000540087,"((0.051010497 / x6) + (x2 * 0.17939447)) + ((x1 * 0.07790352) + 0.24465702)"
18,0.00054008694,"((0.051022686 / x6) + (x2 * 0.17942041)) + (((x1 * 0.0063107405) + 0.019817997) * 12.343323)"
19,0.0004658111,"((x1 * 0.070593506) + 0.37806663) + (((x6 * -0.60054827) + x2) / (x3 + 3.471051))"
21,0.00045953452,"((x1 * 0.07192392) + 0.38044062) + (((x6 * -0.46084234) + (x2 * 0.73094857)) / (x3 + 2.2516758))"
24,0.00045590152,"(((x2 * 0.7226466) + (x6 * -0.45311323)) / (x3 + 2.2438593)) + (((x1 * x9) * 0.07282356) + 0.3803545)"
27,0.00045335185,"(((x2 * 0.7226466) + (x6 * -0.45311323)) / (x3 + 2.2438593)) + (((x1 * x9) * (x9 * 0.07282356)) + 0.3803545)"
