Complexity,Loss,Equation
1,0.0037866696,"0.27028173"
4,0.0035018797,"x7 * 0.3657819"
6,0.0010681909,"(x1 * -0.08302151) + 0.3494491"
8,0.0010681908,"((x1 * -0.07744577) + 0.32597163) * 1.0720189"
9,0.00052704266,"((x1 * -0.090863906) / x3) + 0.36195862"
11,0.0003058272,"((x0 * 0.01232177) + 0.34590718) + (x1 * -0.08801399)"
13,0.00028717355,"((x1 * -0.08864669) + 0.5846661) + (-2.400503 / (x0 + 10.042118))"
14,0.00015392185,"((x0 * 0.014562693) + 0.38733676) + ((x1 + x2) * -0.06488541)"
16,0.0001529249,"((x1 * -0.06254889) + (x2 * -0.07045859)) + ((x0 * 0.014744096) + 0.39056915)"
17,9.1111906e-5,"((x2 + x1) * -0.06629602) + (((x0 * 0.025757765) / x3) + 0.3888152)"
19,8.606418e-5,"(((x0 * 0.026511027) / x3) + 0.3962075) + ((x2 * -0.07901457) + (x1 * -0.061028235))"
20,7.379729e-5,"(((x0 * 0.014924101) / (x3 * x7)) + 0.3958188) + ((x6 + x1) * -0.08185343)"
22,7.303067e-5,"(((x0 * 0.014993355) / (x7 * x3)) + 0.39834085) + ((x1 * -0.08098839) + (x6 * -0.08670504))"
23,6.391667e-5,"((x1 + x6) * -0.08136345) + ((((x0 * x1) * 0.025131596) / (x2 * x8)) + 0.39459538)"
25,6.3804255e-5,"((x6 * -0.08321433) + (x1 * -0.0810303)) + ((((x1 * x0) * 0.025171097) / (x2 * x8)) + 0.39555618)"
26,6.377105e-5,"((x1 + x6) * -0.08146688) + ((((x1 * x11) * (x0 * 0.025198217)) / (x8 * x2)) + 0.39479566)"
28,6.357973e-5,"((x6 * -0.083884925) + (x1 * -0.081032716)) + ((((x0 * 0.025250841) * (x11 * x1)) / (x2 * x8)) + 0.39605153)"
