Complexity,Loss,Equation
1,0.0016724145,"0.2357322"
4,0.0005193375,"x3 * 0.24464181"
6,0.00010563372,"(x2 * 0.09075134) + 0.15026638"
8,0.00010563371,"((x2 * 0.056253325) + 0.09314692) / 0.61987084"
9,4.9932885e-5,"(x2 * 0.13800475) + (0.09755024 / x3)"
11,2.3172557e-5,"((x2 * 0.20181984) + (0.22611728 / x3)) + -0.19980271"
13,2.3026787e-5,"((x2 * 0.20503165) + -0.19586535) + (0.2080133 / (x3 + -0.04700966))"
14,2.2777902e-5,"(x8 * -0.29927358) + ((0.2274968 / x3) + (x2 * 0.20251799))"
16,1.2667772e-5,"((x4 * -0.0009823949) + 0.16920905) + ((x2 * 0.086634226) + (-0.008095216 / x4))"
19,1.23734835e-5,"((x4 * -0.0008068513) + (0.10748113 / x3)) + ((x2 * 0.13792115) + (-0.0047252355 / x4))"
21,1.2271052e-5,"(((x4 * -0.00048843806) + 0.079790905) / (x3 + -0.18479253)) + ((-0.004098237 / x4) + (x2 * 0.14460477))"
22,1.21040475e-5,"((0.107499726 / x3) + (x4 * (x7 * -0.007142587))) + ((-0.004726666 / x4) + (x2 * 0.13791691))"
24,1.2014689e-5,"((-0.0040959655 / x4) + (x2 * 0.14480095)) + ((((x7 * x4) * -0.004288672) + 0.079299375) / (x3 + -0.18781154))"
26,1.2014677e-5,"((x2 * 0.14477965) + (0.00038251848 / (x4 * -0.093379185))) + ((((x4 * -0.0042927107) * x7) + 0.0793502) / (x3 + -0.18751532))"
27,1.1867743e-5,"((-0.0045518205 / x4) + (x2 * 0.14374545)) + ((((x7 * x3) * (x4 * -0.006062956)) + 0.08714917) / (x3 + -0.13103382))"
30,1.1784873e-5,"((((x7 * x3) * (x4 * -0.0059462744)) + 0.085522026) / (x3 + -0.14001422)) + ((x2 * 0.14442594) + ((x2 * -0.0036676764) / x4))"
