Complexity,Loss,Equation
1,0.021018557,"0.44932646"
4,0.011387826,"0.45442814 / x10"
6,0.0012967772,"(0.20732881 / x4) + 0.3445242"
8,0.0012209484,"(0.25698003 / (x4 + 0.119056635)) + 0.33749038"
9,0.0010239062,"((x2 * 0.16843158) / x4) + 0.3480502"
11,0.0007433944,"(((x2 * 0.58312434) + -0.5145945) / x4) + 0.35880873"
13,0.0006904296,"(((x2 * 0.6749231) + -0.6726436) / (x4 + -0.11608339)) + 0.36766496"
14,0.00037089683,"((x4 * 0.004305199) + 0.31513187) + ((x2 + -0.9985908) / x4)"
16,0.0002974961,"(((x2 * 0.77396315) + -0.7226693) / x4) + ((x4 * 0.0037799506) + 0.3161696)"
18,0.00029267752,"((x4 * 0.0040100073) + 0.30963728) + (((x2 * 0.7500931) + -0.6694736) / (x4 + 0.049564146))"
19,0.00027683977,"(((x3 * 0.013142379) * (x3 * x4)) + 0.19289304) + (0.5547124 / (x4 + 0.5052579))"
21,0.00024357699,"(((x2 * 0.5872899) + -0.3939024) / (x4 + 0.17565891)) + ((x3 * (x4 * 0.0070202015)) + 0.2749614)"
22,0.00022088399,"((x2 * (x2 * 0.24564427)) / (x4 + 0.24531084)) + (((x3 * x4) * 0.007458647) + 0.2599799)"
24,0.00020932549,"((x3 * (x4 * 0.006821763)) + 0.27124777) + ((((x2 + -0.5026268) * 0.3698061) * x2) / (x4 + 0.17277952))"
26,0.00020932406,"((((x2 + -0.5286227) * x2) * 0.3795126) / (x4 + 0.16656046)) + (((x4 * 0.0060045277) * (x3 * 1.126788)) + 0.27222177)"
27,0.00020069946,"((((x2 * 0.37652725) + (x10 * -0.18874033)) * x2) / (x4 + 0.2702705)) + (((x3 * 0.006719266) * x4) + 0.27237216)"
29,0.00020069424,"((((x2 * 0.32287392) + (x10 * -0.16036156)) * (x2 * 1.1576012)) / (x4 + 0.26801014)) + ((x3 * (x4 * 0.006721626)) + 0.27234122)"
