Complexity,Loss,Equation
1,0.009570207,"0.28398603"
4,0.0073067076,"0.24976243 / x2"
6,0.0027920995,"(x1 * -0.1287927) + 0.40833026"
9,0.001241661,"((x1 * -0.15186366) / x3) + 0.4323015"
11,0.00034811278,"((x1 * -0.13943426) + 0.4007995) + (x0 * 0.020449227)"
13,0.00034811275,"((x1 + -0.20884219) * -0.13943739) + ((x0 * 0.020449944) + 0.37167814)"
14,0.00028733912,"((x1 * -0.14810902) + 0.39112237) + ((x0 + x8) * 0.019355066)"
16,0.00023182179,"((x1 * -0.12416) + 0.4058885) + ((x10 * -0.035615966) + (x0 * 0.03705782))"
18,0.00023182172,"((x1 * -0.12416409) + 0.4058896) + (((x10 * -0.060019605) + (x0 * 0.06245841)) / 1.6856261)"
19,0.00017171525,"(((x10 * -0.04189146) + (x0 * 0.052529234)) / x3) + ((x1 * -0.12573853) + 0.4100541)"
21,0.00014398947,"((x1 * -0.13169467) + 0.4121293) + (((x10 * -0.056507487) + (x0 * 0.071940504)) / (x8 + 0.6269235))"
23,0.00014398877,"(((x0 * 0.071907654) + (x10 * -0.05658043)) / (x8 + 0.6238167)) + (((x1 * 0.12653889) + -0.39623168) / -0.96150917)"
24,0.00014284631,"(((x11 * (x10 * -0.056771778)) + (x0 * 0.071563534)) / (x8 + 0.6153699)) + ((x1 * -0.1315673) + 0.41201258)"
26,0.00012612055,"(((x1 * 0.34375075) + -1.1053791) * (x5 + -0.37459874)) + (((x10 * -0.08279142) + (x0 * 0.092490405)) / (x8 + 1.056634))"
