Complexity,Loss,Equation
1,0.0033741985,"0.14573371"
4,0.0020420982,"0.13264471 / x3"
6,0.0012652979,"(x8 * -0.08957028) + 0.23549043"
8,0.0012572728,"(4.680306 / (x8 + 6.250524)) + -0.50283986"
9,0.0009973893,"((x8 + x3) * -0.07038172) + 0.28344694"
11,0.00046304986,"((x8 * -0.122294106) + 0.35452875) / (x0 + 1.4390686)"
12,0.00046067443,"((x8 * -0.08586606) + 0.24693538) / (x0 + x11)"
13,0.0003100354,"(0.0030234847 / (x0 + 0.039354965)) + ((x8 * -0.0871898) + 0.17394479)"
16,0.00026119995,"((x7 * 0.004418764) / (x0 + 0.043391507)) + ((x8 + -2.0298388) * -0.085202895)"
18,0.00022374098,"((x8 + -1.9837462) * -0.08648624) + (((x5 * 0.17459595) + 0.004530961) / (x0 + 0.062033065))"
21,0.00019496754,"(((x5 * 0.1512388) + (x7 * 0.0061085583)) / (x0 + 0.061593186)) + ((x8 + -1.983736) * -0.08625304)"
23,0.00018612054,"(((x5 + 0.028448349) * 0.10783287) / (x0 + 0.044020288)) + (((x7 + 0.7579852) * (x8 + -2.0221975)) * -0.05748734)"
24,0.0001819675,"((x8 + -2.0297563) * -0.08433401) + ((((x7 * 0.037766896) + x5) * (x9 + -0.8429811)) / (x0 + 0.06110579))"
26,0.00017594543,"(((x9 + -0.8105959) * (x5 + 0.02602967)) / (x0 + 0.06836622)) + (((x7 + 0.85873663) * (x8 + -2.000204)) * -0.0538308)"
29,0.00017017713,"(((x5 + (x7 * 0.035065547)) * (x11 + -0.8433225)) / (x0 + 0.054292656)) + (((x7 + 1.0001177) * (x8 + -2.0298457)) * -0.0492431)"
30,0.0001686193,"((((x7 * 0.03506555) + x5) * (x11 + -0.84331834)) / (x0 + 0.054292656)) + (((x7 + x9) * (x8 + -2.0298457)) * -0.0492432)"
