Complexity,Loss,Equation
1,0.008366287,"0.2749687"
4,0.007638355,"0.24892284 / x2"
6,0.0031780833,"(x1 * -0.11274713) + 0.39070603"
8,0.0031780826,"((x1 + 0.7586049) * -0.112748906) + 0.47623885"
9,0.002729697,"((x1 * -0.11980514) / x3) + 0.40207243"
11,0.0009160151,"((x1 * -0.1688233) + (x8 * 0.11612355)) + 0.3319126"
14,0.00082380784,"((x1 * -0.17290656) + 0.32866907) + ((x4 + x8) * 0.121290095)"
16,0.00047090233,"(((x1 * -0.40341926) + (x8 * 0.26619807)) / (x0 + 2.2311745)) + 0.33467624"
18,0.00032724004,"(((x8 * 0.11908155) + -0.22227104) / (x0 + 0.9391141)) + ((x1 * -0.17794341) + 0.55788076)"
19,0.0003006192,"(((x8 * 0.12519123) + -0.2362031) / (x0 + x11)) + ((x1 * -0.1779522) + 0.5600699)"
21,0.00022472987,"((((x8 * 0.111602165) + -0.20959584) * x3) / (x0 + 0.7258041)) + ((x1 * -0.16849057) + 0.5502446)"
23,0.0002228111,"((x1 * -0.17434877) + 0.56167644) + ((((x8 * 0.090742774) + -0.17158403) * (x3 + 0.28350064)) / (x0 + 0.7640421))"
24,0.00021698851,"(((-0.1687463 * x1) * x9) + 0.5503052) + ((((x8 * 0.10937357) + -0.2053344) * x3) / (x0 + 0.7121618))"
26,0.00021039644,"((x1 * -0.1755739) + (x11 * 0.56397605)) + ((((x8 * 0.061503023) + -0.11472575) * (x3 + 0.80248624)) / (0.7713938 + x0))"
28,0.00019376453,"(((x1 * 0.13469395) + -0.44236702) * (x9 + -2.256495)) + ((((x8 * 0.105296455) + -0.20138995) * (x3 + 0.19604662)) / (x0 + 0.84395355))"
29,0.00018785133,"((((x8 * 0.12082732) + -0.23741837) * (x3 + 0.22513317)) / (x9 + x0)) + (((x1 * 0.23751327) + -0.7900553) * (x9 + -1.7117726))"
