Complexity,Loss,Equation
1,0.00511854,"0.17192824"
4,0.0023641796,"0.15681762 / x2"
6,0.0014571995,"0.26559985 / (x10 + 0.99400806)"
7,0.001426466,"0.2645367 / (x10 + x11)"
9,0.0013389856,"x5 + (0.26202625 / (x10 + 0.9932364))"
10,0.0013119688,"x5 + (0.2611265 / (x11 + x10))"
11,0.00075190404,"((x8 * -0.08836369) + 0.37839237) / (x10 + 1.1529142)"
12,0.0007438795,"((x8 * -0.07606461) + 0.3333049) / (x10 + x11)"
14,0.0006288099,"x5 + (((x8 * -0.08892572) + 0.37588567) / (x10 + 1.1568836))"
15,0.0006245192,"(((x8 * -0.07635151) + 0.3301622) / (x11 + x10)) + x5"
16,0.0002974734,"(((x8 * -0.08434737) + (x1 * 0.06752421)) + 0.19976114) / (x10 + 0.5449669)"
19,0.00022121533,"((((x1 * -0.7793941) + x8) * -0.08386506) + (x5 + 0.20021327)) / (x10 + 0.5549411)"
21,0.00015081445,"(((x8 + (x1 * -0.6639038)) * -0.08770268) + ((x5 * 3.5853984) + 0.22214606)) / (x10 + 0.6518716)"
24,0.00012833497,"(((x5 * 3.0847106) + 0.22483324) + (((x1 * 0.080706626) * x7) + (x8 * -0.08897653))) / (x10 + 0.65852237)"
27,0.00012648692,"(((x5 * (x7 * 3.7385705)) + 0.22669517) + (((x7 * x1) * 0.080857) + (x8 * -0.088746116))) / (x10 + 0.66701114)"
