Complexity,Loss,Equation
1,0.22518043,"qG"
3,0.15708135,"qG * nr_X"
5,0.13821273,"(qG * nr_X) * 0.896675"
7,0.059193958,"qG / (0.5414139 - (-0.3538089 / nr_X))"
9,0.0482889,"qG / (((nr_M * 0.29442728) / nr_X) + 0.6444089)"
11,4.481228e-5,"qG * (-4.714338 / (-2.4104059 - ((nr_M + nr_P) / nr_X)))"
13,1.8070802e-8,"qG / ((((nr_M * 0.2185124) + (nr_P * 0.20585202)) / nr_X) + 0.5112931)"
15,1.1597341e-8,"qG / (((((nr_M * -0.48133793) + (nr_P * -0.4534276)) * -0.45405245) / nr_X) + 0.51121837)"
17,1.1433428e-8,"(qG / ((((nr_M * -0.65650815) + (nr_P * -0.618487)) * (-0.43028963 / nr_X)) + 0.66078335)) * 1.2925851"
