Complexity,Loss,Equation
1,0.011467211,"0.5857619"
4,0.010659527,"x11 + -0.4017609"
6,0.0007470208,"(x1 * 0.16117278) + 0.417206"
9,0.00073250855,"(x1 * 0.15845267) + (x11 * 0.42535624)"
11,0.0005895148,"(((x0 * -0.0042291186) + 0.16436107) * x1) + 0.4184042"
13,0.00058951473,"((((x0 * -0.0026781003) + 0.10409007) * x1) / 0.6332925) + 0.4184036"
14,0.0005674097,"((x4 + x1) * 0.16130087) + ((x0 * -0.005590997) + 0.41899425)"
16,0.00020671613,"((0.06939982 * x10) + (x0 * -0.036473036)) + ((0.13488825 * x1) + 0.40654764)"
19,0.00019505016,"((x1 * 0.13323583) + (0.40357062 / x9)) + ((x0 * -0.038369045) + (x10 * 0.07464191))"
21,0.00019360863,"(((x10 * 0.120826505) + (x0 * -0.062319636)) + ((x1 * 0.2180671) + 0.6627028)) / (x9 + 0.63815385)"
23,0.00019360858,"((((x10 * 0.13649681) + (x0 * -0.07040171)) * 0.88460946) + ((x1 * 0.21793151) + 0.6622819)) / (x9 + 0.6371179)"
25,0.00019192626,"((((x1 * x9) * 0.13416106) + 0.40500566) / (x5 + x9)) + ((x10 * 0.072616) + (x0 * -0.037590586))"
28,0.00019174202,"((x0 * (x11 * -0.037480522)) + (x10 * 0.07166979)) + ((((x1 * x9) * 0.13469715) + 0.40498742) / (x9 + x5))"
30,0.00019174197,"((((x1 * x9) * 0.13469711) + 0.40498364) / (x5 + x9)) + ((x10 * 0.071675174) + ((x0 * 1.6450655) * (x11 * -0.022785122)))"
